,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p10,1,0.0,240.445861,[609  57] ; [31 72],[554.27828349 111.72171651] ; [85.72171651 17.27828349],1
3,p11,1,0.0,35.014575,[563 106] ; [62 42],[540.91203105 128.08796895] ; [84.08796895 19.91203105],1
0,b1,1,0.000169,14.146108,[232 437] ; [56 48],[249.25226391 419.74773609] ; [38.74773609 65.25226391],1
1,p3,1,0.000526,12.021821,[363 306] ; [37 66],[346.63212435 322.36787565] ; [53.36787565 49.63212435],1
