,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p7,1,0.0,39.953675,[156  22] ; [40 38],[136.28125  41.71875] ; [59.71875 18.28125],1
0,p6,1,5e-06,20.998394,[94 83] ; [17 60],[77.3503937 99.6496063] ; [33.6496063 43.3503937],1
