,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p4,1,0.000178,14.048712,[48 41] ; [118  35],[61.04958678 27.95041322] ; [104.95041322  48.04958678],1
1,p6,1,0.000745,11.37275,[34 54] ; [93 59],[46.56666667 41.43333333] ; [80.43333333 71.56666667],1
