,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p8,1,0.0,32.681138,[36 43] ; [94 17],[54.05263158 24.94736842] ; [75.94736842 35.05263158],1
0,p4,1,0.0,27.244832,[48 31] ; [103   9],[62.45549738 16.54450262] ; [88.54450262 23.45549738],1
1,p5,1,1.6e-05,18.596593,[ 4 75] ; [34 78],[15.71727749 63.28272251] ; [22.28272251 89.71727749],1
3,p10,1,0.000791,11.262727,[62 17] ; [105   6],[69.43684211  9.56315789] ; [97.56315789 13.43684211],1
