,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p8,1,0.0,81.611144,[299 100] ; [49 99],[253.84277879 145.15722121] ; [94.15722121 53.84277879],1
1,p6,1,0.0,48.852182,[230 170] ; [ 35 112],[193.78427788 206.21572212] ; [71.21572212 75.78427788],1
0,p2,1,4e-06,21.466952,[371  28] ; [118  31],[356.0419708  42.9580292] ; [132.9580292  16.0419708],1
3,p10,1,1.8e-05,18.392857,[353  46] ; [108  39],[336.88461538  62.11538462] ; [124.11538462  22.88461538],1
4,p11,1,1.8e-05,18.364846,[342  59] ; [103  46],[324.44545455  76.55454545] ; [120.55454545  28.44545455],1
