,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p7,1,0.0,50.638634,[87 27] ; [148 237],[53.68737475 60.31262525] ; [181.31262525 203.68737475],1
1,p4,1,0.0,41.840731,[71 47] ; [109 284],[41.56555773 76.43444227] ; [138.43444227 254.56555773],1
3,p8,1,2.3e-05,17.884529,[62 56] ; [122 269],[42.65618861 75.34381139] ; [141.34381139 249.65618861],1
0,p2,1,0.000319,12.954691,[101  17] ; [273 124],[85.69320388 32.30679612] ; [288.30679612 108.69320388],1
