,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p3,1,0.0,29.264895,[110  60] ; [44 88],[86.68874172 83.31125828] ; [67.31125828 64.68874172],1
1,p8,1,6.2e-05,16.051256,[115  53] ; [59 71],[98.09395973 69.90604027] ; [75.90604027 54.09395973],1
