,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
9,p9,1,0.0,120.952395,[44 59] ; [631  91],[84.27272727 18.72727273] ; [590.72727273 131.27272727],1
1,n5,1,1e-06,23.373379,[58 49] ; [554 172],[78.6122449 28.3877551] ; [533.3877551 192.6122449],1
5,p3,1,8e-06,19.862167,[29 78] ; [365 363],[50.48862275 56.51137725] ; [343.51137725 384.48862275],1
6,p4,1,1.4e-05,18.884049,[41 66] ; [439 286],[61.73076923 45.26923077] ; [418.26923077 306.73076923],1
8,p8,1,3.3e-05,17.227542,[36 69] ; [401 316],[55.82116788 49.17883212] ; [381.17883212 335.82116788],1
4,p2,1,0.000155,14.314824,[76 31] ; [620 105],[89.50961538 17.49038462] ; [606.49038462 118.50961538],1
0,a5,1,0.000324,12.927751,[60 47] ; [535 198],[75.79166667 31.20833333] ; [519.20833333 213.79166667],1
7,p7,1,0.000466,12.247629,[51 54] ; [469 240],[67.07616708 37.92383292] ; [452.92383292 256.07616708],1
2,n6,1,0.000512,12.070563,[77 29] ; [624 103],[89.20288115 16.79711885] ; [611.79711885 115.20288115],1
3,s6,1,0.000528,12.013205,[51 55] ; [469 247],[67.05596107 38.94403893] ; [452.94403893 263.05596107],1
