,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p8,1,0.0,59.56972,[269  88] ; [42 74],[234.72938689 122.27061311] ; [76.27061311 39.72938689],1
1,p6,1,0.0,33.681384,[211 146] ; [33 84],[183.7721519 173.2278481] ; [60.2278481 56.7721519],1
0,p2,1,2.1e-05,18.092234,[337  19] ; [96 21],[325.89429175  30.10570825] ; [107.10570825   9.89429175],1
3,p11,1,0.000822,11.190696,[315  43] ; [88 29],[303.73473684  54.26526316] ; [99.26526316 17.73473684],1
