,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p9,1,0.0,29.067408,[114  28] ; [36 44],[95.94594595 46.05405405] ; [54.05405405 25.94594595],1
2,p10,1,2e-06,22.819727,[103  40] ; [33 50],[86.05309735 56.94690265] ; [49.94690265 33.05309735],1
0,p2,1,2.6e-05,17.656816,[94 49] ; [32 54],[78.68122271 64.31877729] ; [47.31877729 38.68122271],1
