,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
3,p8,1,0.0,39.097132,[ 26 116] ; [72 60],[50.78832117 91.21167883] ; [47.21167883 84.78832117],1
1,p3,1,1e-06,24.435885,[ 16 127] ; [49 86],[ 33.4352518 109.5647482] ; [ 31.5647482 103.4352518],1
0,p2,1,1e-05,19.474029,[94 49] ; [119  16],[109.5647482  33.4352518] ; [103.4352518  31.5647482],1
2,p6,1,0.00022,13.65,[ 11 132] ; [31 99],[ 22. 121.] ; [ 20. 110.],1
