,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p9,1,0.000114,14.888191,[72 64] ; [232  92],[89.87826087 46.12173913] ; [214.12173913 109.87826087],1
2,p11,1,0.000208,13.757975,[70 73] ; [225 111],[88.06889353 54.93110647] ; [206.93110647 129.06889353],1
1,p10,1,0.000649,11.629298,[68 71] ; [217 113],[84.46695096 54.53304904] ; [200.53304904 129.46695096],1
