,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p6,1,0.0,26.597976,[15 47] ; [56 27],[30.35862069 31.64137931] ; [40.64137931 42.35862069],1
1,p8,1,2e-05,18.207993,[33 32] ; [70 14],[44.93288591 20.06711409] ; [58.06711409 25.93288591],1
2,p12,1,0.000282,13.184311,[ 3 62] ; [23 61],[11.34228188 53.65771812] ; [14.65771812 69.34228188],1
