,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p7,1,0.0,30.147143,[391 147] ; [31 44],[370.36867863 167.63132137] ; [51.63132137 23.36867863],1
2,p8,1,1e-06,23.919946,[342 200] ; [27 52],[322.05797101 219.94202899] ; [46.94202899 32.05797101],1
0,p4,1,7e-06,20.255493,[372 177] ; [32 45],[354.30670927 194.69329073] ; [49.69329073 27.30670927],1
