,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p3,1,0.0,50.180785,[49 86] ; [244  98],[82.9245283 52.0754717] ; [210.0754717 131.9245283],1
2,p6,1,0.0,44.114995,[31 99] ; [198 143],[63.2059448 66.7940552] ; [165.7940552 175.2059448],1
3,p8,1,0.0,27.225624,[72 60] ; [268  73],[94.88372093 37.11627907] ; [245.11627907  95.88372093],1
1,p5,1,1.9e-05,18.256842,[  6 129] ; [ 69 271],[ 21.31578947 113.68421053] ; [ 53.68421053 286.31578947],1
