,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p3,1,0.000156,14.303714,[25 19] ; [16 56],[15.55172414 28.44827586] ; [25.44827586 46.55172414],1
0,p2,1,0.000636,11.66691,[30 14] ; [26 47],[21.05982906 22.94017094] ; [34.94017094 38.05982906],1
