,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p10,1,0.0,147.775051,[394  26] ; [21 37],[364.64435146  55.35564854] ; [50.35564854  7.64435146],1
3,p11,1,0.0,45.041697,[376  47] ; [32 26],[358.8024948  64.1975052] ; [49.1975052  8.8024948],1
1,p2,1,9.2e-05,15.304176,[388  33] ; [44 14],[379.69102296  41.30897704] ; [52.30897704  5.69102296],1
0,b1,1,0.000765,11.324105,[151 272] ; [34 24],[162.69230769 260.30769231] ; [22.30769231 35.69230769],1
