,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p9,1,0.0,86.080323,[94 14] ; [19 70],[61.94923858 46.05076142] ; [51.05076142 37.94923858],1
1,p11,1,0.0,30.284718,[79 30] ; [31 61],[59.65174129 49.34825871] ; [50.34825871 41.65174129],1
