,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p7,1,0.0,37.887648,[124 252] ; [68 34],[151.0292887 224.9707113] ; [40.9707113 61.0292887],1
1,p4,1,0.0,28.081249,[132 249] ; [66 38],[155.54226804 225.45773196] ; [42.45773196 61.54226804],1
0,p2,1,0.000149,14.385745,[245 137] ; [87 17],[260.95473251 121.04526749] ; [71.04526749 32.95473251],1
