,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p9,1,0.0,155.091808,[43 89] ; [258  25],[95.73975904 36.26024096] ; [205.26024096  77.73975904],1
3,p11,1,0.0,40.444187,[66 73] ; [222  62],[94.63829787 44.36170213] ; [193.36170213  90.63829787],1
0,p2,1,0.0,29.367407,[69 70] ; [215  68],[93.5450237 45.4549763] ; [190.4549763  92.5450237],1
1,p8,1,0.000169,14.146483,[ 26 111] ; [104 176],[42.70983213 94.29016787] ; [ 87.29016787 192.70983213],1
