,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p3,1,0.0,29.122428,[325 362] ; [291 167],[369.6 317.4] ; [246.4 211.6],1
1,p6,1,0.000786,11.273073,[241 437] ; [207 248],[268.08826125 409.91173875] ; [179.91173875 275.08826125],1
