,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p7,1,0.0,35.730896,[425 172] ; [36 55],[400.0247093 196.9752907] ; [60.9752907 30.0247093],1
3,p8,1,0.0,29.209839,[364 237] ; [29 65],[339.84604317 261.15395683] ; [53.15395683 40.84604317],1
1,p4,1,0.0,29.046724,[408 200] ; [35 57],[384.77714286 223.22285714] ; [58.22285714 33.77714286],1
0,p3,1,0.000945,10.932791,[341 268] ; [35 58],[326.18803419 282.81196581] ; [49.81196581 43.18803419],1
