,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p9,1,0.0,166.892007,[526  23] ; [35 38],[495.15916399  53.84083601] ; [65.84083601  7.15916399],1
0,p3,1,7e-06,20.301282,[310 239] ; [22 54],[291.6288 257.3712] ; [40.3712 35.6288],1
1,p4,1,3.1e-05,17.337091,[372 177] ; [33 43],[355.752 193.248] ; [49.248 26.752],1
