,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p8,1,0.0,39.953675,[22 38] ; [156  40],[41.71875 18.28125] ; [136.28125  59.71875],1
0,p6,1,8.4e-05,15.473518,[13 47] ; [97 95],[26.19047619 33.80952381] ; [ 83.80952381 108.19047619],1
