,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p10,1,0.0,89.455379,[107  32] ; [14 83],[71.26694915 67.73305085] ; [49.73305085 47.26694915],1
0,p2,1,0.0,27.345039,[106  33] ; [42 56],[86.80168776 52.19831224] ; [61.19831224 36.80168776],1
1,p6,1,0.000485,12.174255,[51 88] ; [15 80],[39.20512821 99.79487179] ; [26.79487179 68.20512821],1
