,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p7,1,0.0,35.730896,[36 55] ; [425 172],[60.9752907 30.0247093] ; [400.0247093 196.9752907],1
3,p8,1,0.0,29.209839,[29 65] ; [364 237],[53.15395683 40.84604317] ; [339.84604317 261.15395683],1
1,p4,1,0.0,29.046724,[35 57] ; [408 200],[58.22285714 33.77714286] ; [384.77714286 223.22285714],1
0,p3,1,0.000945,10.932791,[35 58] ; [341 268],[49.81196581 43.18803419] ; [326.18803419 282.81196581],1
