,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p7,1,2.3e-05,17.890529,[16 60] ; [116 123],[31.84761905 44.15238095] ; [100.15238095 138.84761905],1
2,p9,1,0.000486,12.168755,[54 25] ; [207  34],[64.434375 14.565625] ; [196.565625  44.434375],1
3,p10,1,0.00069,11.51613,[52 28] ; [200  41],[62.80373832 17.19626168] ; [189.19626168  51.80373832],1
0,p4,1,0.000913,10.996447,[22 57] ; [119 123],[34.70093458 44.29906542] ; [106.29906542 135.70093458],1
