,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p8,1,0.0,68.104327,[29 57] ; [227  55],[59.82608696 26.17391304] ; [196.17391304  85.82608696],1
1,p6,1,0.0,32.311837,[22 63] ; [172 110],[44.93188011 40.06811989] ; [149.06811989 132.93188011],1
0,p2,1,2e-05,18.184682,[68 18] ; [265  16],[78.03269755  7.96730245] ; [254.96730245  26.03269755],1
3,p10,1,6.6e-05,15.92358,[64 21] ; [258  24],[74.57765668 10.42234332] ; [247.42234332  34.57765668],1
