,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p6,1,0.0,27.67704,[15 47] ; [52 23],[30.32116788 31.67883212] ; [36.67883212 38.32116788],1
1,p8,1,8e-06,19.968168,[33 32] ; [65 11],[45.17730496 19.82269504] ; [52.82269504 23.17730496],1
2,p12,1,0.000332,12.883003,[ 3 62] ; [21 56],[10.98591549 54.01408451] ; [13.01408451 63.98591549],1
