,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p10,1,0.0,89.455379,[14 83] ; [107  32],[49.73305085 47.26694915] ; [71.26694915 67.73305085],1
0,p2,1,0.0,27.345039,[42 56] ; [106  33],[61.19831224 36.80168776] ; [86.80168776 52.19831224],1
1,p6,1,0.000485,12.174255,[15 80] ; [51 88],[26.79487179 68.20512821] ; [39.20512821 99.79487179],1
