,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p3,1,0.0,69.499972,[241  83] ; [33 77],[204.55299539 119.44700461] ; [69.44700461 40.55299539],1
2,p6,1,0.0,38.997638,[186 137] ; [24 82],[158.11188811 164.88811189] ; [51.88811189 54.11188811],1
1,p5,1,0.000123,14.744867,[ 70 255] ; [  6 104],[ 56.7816092 268.2183908] ; [19.2183908 90.7816092],1
3,p7,1,0.000255,13.37455,[281  42] ; [76 30],[268.79020979  54.20979021] ; [88.20979021 17.79020979],1
