,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p8,1,5e-06,20.940764,[370 253] ; [45 77],[347.04026846 275.95973154] ; [67.95973154 54.04026846],1
0,p2,1,0.000471,12.227379,[550  79] ; [91 30],[537.58533333  91.41466667] ; [103.41466667  17.58533333],1
1,p4,1,0.000928,10.966603,[407 222] ; [59 62],[390.81866667 238.18133333] ; [75.18133333 45.81866667],1
