,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p8,1,0.0,37.682005,[12 90] ; [44 38],[31.04347826 70.95652174] ; [24.95652174 57.04347826],1
1,p6,1,0.0,26.227786,[ 6 93] ; [30 52],[19.69060773 79.30939227] ; [16.30939227 65.69060773],1
0,p2,1,1.1e-05,19.367545,[42 60] ; [61 22],[56.78918919 45.21081081] ; [46.21081081 36.78918919],1
