,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p3,1,0.000236,13.517887,[47 74] ; [163 114],[63.84422111 57.15577889] ; [146.15577889 130.84422111],1
2,p8,1,0.000348,12.793992,[45 77] ; [156 121],[61.45864662 60.54135338] ; [139.54135338 137.45864662],1
0,n5,1,0.000379,12.631444,[79 42] ; [227  51],[92.79699248 28.20300752] ; [213.20300752  64.79699248],1
