,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
1,p8,1,0.000118,14.830846,[21 20] ; [10 53],[12.22115385 28.77884615] ; [18.77884615 44.22115385],1
0,p6,1,0.000131,14.62543,[18 23] ; [ 7 56],[ 9.85576923 31.14423077] ; [15.14423077 47.85576923],1
