,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
3,p7,1,0.0,26.089092,[23  7] ; [24 72],[11.19047619 18.80952381] ; [35.80952381 60.19047619],1
1,p4,1,0.0003,13.070068,[16 14] ; [19 78],[ 8.26771654 21.73228346] ; [26.73228346 70.26771654],1
0,p2,1,0.000792,11.258902,[24  7] ; [42 56],[15.86046512 15.13953488] ; [50.13953488 47.86046512],1
2,p6,1,0.000985,10.855885,[11 20] ; [10 87],[ 5.0859375 25.9140625] ; [15.9140625 81.0859375],1
