,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p8,1,0.0,64.787689,[42 90] ; [232  88],[80.01769912 51.98230088] ; [193.98230088 126.01769912],1
1,p6,1,0.0,30.258486,[33 98] ; [172 149],[59.41371681 71.58628319] ; [145.58628319 175.41371681],1
0,p2,1,3e-06,21.731086,[105  28] ; [300  20],[118.90728477  14.09271523] ; [286.09271523  33.90728477],1
3,p10,1,3.8e-05,16.976054,[94 37] ; [280  39],[108.87555556  22.12444444] ; [265.12444444  53.87555556],1
4,p11,1,0.000221,13.647294,[92 41] ; [271  50],[106.34140969  26.65859031] ; [256.65859031  64.34140969],1
