,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p10,1,0.0,240.445861,[31 72] ; [609  57],[85.72171651 17.27828349] ; [554.27828349 111.72171651],1
3,p11,1,0.0,35.014575,[62 42] ; [563 106],[84.08796895 19.91203105] ; [540.91203105 128.08796895],1
0,b1,1,0.000169,14.146108,[56 48] ; [232 437],[38.74773609 65.25226391] ; [249.25226391 419.74773609],1
1,p3,1,0.000526,12.021821,[37 66] ; [363 306],[53.36787565 49.63212435] ; [346.63212435 322.36787565],1
