,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
2,p6,1,0.0,26.825562,[174 166] ; [15 64],[153.36515513 186.63484487] ; [35.63484487 43.36515513],1
0,p3,1,7e-06,20.192992,[225 119] ; [30 49],[207.37588652 136.62411348] ; [47.62411348 31.37588652],1
3,p11,1,1.3e-05,19.054468,[301  43] ; [54 26],[288.01886792  55.98113208] ; [66.98113208 13.01886792],1
1,p4,1,1.7e-05,18.44612,[263  81] ; [42 38],[247.45283019  96.54716981] ; [57.54716981 22.45283019],1
