,Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
0,p3,1,0.0,48.72456,[164  71] ; [32 76],[134.28571429 100.71428571] ; [61.71428571 46.28571429],1
2,p6,1,0.0,32.434532,[128 107] ; [22 82],[103.98230088 131.01769912] ; [46.01769912 57.98230088],1
3,p8,1,6e-06,20.479849,[176  58] ; [54 53],[157.82991202  76.17008798] ; [72.17008798 34.82991202],1
1,p5,1,0.000638,11.662045,[ 43 190] ; [  5 103],[ 32.79765396 200.20234604] ; [15.20234604 92.79765396],1
