Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,26.483978,[417  79] ; [218  99],[387.40467405 108.59532595] ; [247.59532595  69.40467405],1
p11,1,1e-06,24.236079,[398 106] ; [204 118],[367.3220339 136.6779661] ; [234.6779661  87.3220339],1
p10,1,0.000885,11.054045,[391 107] ; [218 102],[370.7603912 127.2396088] ; [238.2396088  81.7603912],1
p2,1,0.004499,8.070696,[412  91] ; [237  85],[395.69333333 107.30666667] ; [253.30666667  68.69333333],0
p3,1,0.008328,6.961474,[196 307] ; [155 166],[214.26334951 288.73665049] ; [136.73665049 184.26334951],0
p6,1,0.154989,2.022446,[145 351] ; [108 210],[154.16216216 341.83783784] ; [ 98.83783784 219.16216216],0
p8,1,0.297474,1.085482,[235 260] ; [140 180],[227.7607362 267.2392638] ; [147.2392638 172.7607362],0
p7,1,0.363635,0.8253,[282 206] ; [194 124],[288.19851117 199.80148883] ; [187.80148883 130.19851117],0
p1,1,0.742556,0.107893,[ 30 472] ; [ 21 300],[ 31.10814095 470.89185905] ; [ 19.89185905 301.10814095],0
p4,1,0.756694,0.095991,[260 240] ; [171 151],[262.16545012 237.83454988] ; [168.83454988 153.16545012],0
