Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000253,13.392857,[ 3 12] ; [13  2],[8. 7.] ; [8. 7.],1
p2,1,0.030902,4.658385,[9 6] ; [14  1],[11.5  3.5] ; [11.5  3.5],0
p8,1,0.05818,3.588517,[ 3 12] ; [8 7],[5.5 9.5] ; [5.5 9.5],0
p7,1,0.255704,1.291866,[ 4 11] ; [7 8],[5.5 9.5] ; [5.5 9.5],0
p5,1,0.624206,0.24,[ 2 13] ; [ 3 12],[ 2.5 12.5] ; [ 2.5 12.5],0
b1,1,0.665984,0.186335,[ 3 12] ; [ 4 11],[ 3.5 11.5] ; [ 3.5 11.5],0
