Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,93.56162,[122 118] ; [508 103],[177.6733255  62.3266745] ; [452.3266745 158.6733255],1
u4,1,0.272538,1.203929,[  4 245] ; [ 18 603],[  6.29655172 242.70344828] ; [ 15.70344828 605.29655172],0
a2,1,0.345571,0.889654,[ 55 194] ; [156 465],[ 60.38965517 188.61034483] ; [150.61034483 470.38965517],0
b2,1,0.480597,0.497508,[43 88] ; [137 241],[46.32612967 84.67387033] ; [133.67387033 244.32612967],0
b3,1,0.480597,0.497508,[43 88] ; [137 241],[46.32612967 84.67387033] ; [133.67387033 244.32612967],0
a1,1,0.502906,0.448798,[ 17 232] ; [ 35 586],[ 14.88275862 234.11724138] ; [ 37.11724138 583.88275862],0
a4,1,0.552184,0.353419,[105 142] ; [276 341],[108.92013889 138.07986111] ; [272.07986111 344.92013889],0
s4,1,0.752983,0.099041,[ 51 197] ; [132 481],[ 52.71080139 195.28919861] ; [130.28919861 482.71080139],0
b5,1,0.857349,0.03231,[156  93] ; [385 236],[154.83793103  94.16206897] ; [386.16206897 234.83793103],0
d2,1,0.957243,0.002874,[122 125] ; [304 314],[121.64393064 125.35606936] ; [304.35606936 313.64393064],0
p1,1,0.960785,0.002418,[ 22 226] ; [ 54 562],[ 21.81481481 226.18518519] ; [ 54.18518519 561.81481481],0
n1,1,0.968189,0.00159,[40 58] ; [58 85],[39.85062241 58.14937759] ; [58.14937759 84.85062241],0
