Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,49.551718,[ 65 286] ; [112 136],[103.71786311 247.28213689] ; [ 73.28213689 174.71786311],1
n4,1,0.123042,2.37816,[241 112] ; [153  93],[232.1903172 120.8096828] ; [161.8096828  84.1903172],0
d2,1,0.182605,1.776293,[154 197] ; [122 125],[162. 189.] ; [114. 133.],0
b2,1,0.193648,1.689642,[ 84 127] ; [43 88],[ 78.35380117 132.64619883] ; [48.64619883 82.35380117],0
b3,1,0.193648,1.689642,[ 84 127] ; [43 88],[ 78.35380117 132.64619883] ; [48.64619883 82.35380117],0
u4,1,0.204571,1.609439,[  2 352] ; [  4 245],[  3.52238806 350.47761194] ; [  2.47761194 246.52238806],0
a1,1,0.219961,1.504623,[ 16 338] ; [ 17 232],[ 19.37313433 334.62686567] ; [ 13.62686567 235.37313433],0
v2,1,0.249429,1.326498,[163 177] ; [103 136],[156.20034542 183.79965458] ; [109.79965458 129.20034542],0
d5,1,0.341395,0.905185,[252 101] ; [185  62],[257.10166667  95.89833333] ; [179.89833333  67.10166667],0
n5,1,0.342035,0.902788,[226 125] ; [149  97],[220.47738693 130.52261307] ; [154.52261307  91.47738693],0
n1,1,0.369775,0.804419,[35 66] ; [40 58],[38.06532663 62.93467337] ; [36.93467337 61.06532663],0
p6,1,0.378342,0.776083,[ 83 262] ; [ 66 176],[ 87.57240204 257.42759796] ; [ 61.42759796 180.57240204],0
v4,1,0.399878,0.708693,[302  48] ; [207  40],[298.40871022  51.59128978] ; [210.59128978  36.40871022],0
p5,1,0.478237,0.50288,[ 18 331] ; [ 16 229],[ 19.97643098 329.02356902] ; [ 14.02356902 230.97643098],0
d3,1,0.516395,0.421088,[214 138] ; [156  90],[217.79264214 134.20735786] ; [152.20735786  93.79264214],0
a4,1,0.529273,0.395787,[141 212] ; [105 142],[144.73 208.27] ; [101.27 145.73],0
r4,1,0.562402,0.335562,[262  92] ; [179  70],[258.89552239  95.10447761] ; [182.10447761  66.89552239],0
u3,1,0.603941,0.269093,[55 68] ; [43 46],[56.85849057 66.14150943] ; [41.14150943 47.85849057],0
u2,1,0.611127,0.258537,[57 65] ; [38 50],[55.19047619 66.80952381] ; [39.80952381 48.19047619],0
n3,1,0.611712,0.25769,[67 34] ; [61 36],[65.29292929 35.70707071] ; [62.70707071 34.29292929],0
r1,1,0.646658,0.21014,[237 115] ; [170  76],[239.57190635 112.42809365] ; [167.42809365  78.57190635],0
a3,1,0.738704,0.111269,[231 120] ; [158  87],[229.09228188 121.90771812] ; [159.90771812  85.09228188],0
r2,1,0.772467,0.083608,[303  44] ; [215  29],[304.13874788  42.86125212] ; [213.86125212  30.13874788],0
d4,1,0.775367,0.081431,[260  92] ; [185  62],[261.50250417  90.49749583] ; [183.49749583  63.50250417],0
a7,1,0.777037,0.080193,[232 119] ; [166  81],[233.60869565 117.39130435] ; [164.39130435  82.60869565],0
p1,1,0.784474,0.074798,[ 29 323] ; [ 22 226],[ 29.92 322.08] ; [ 21.08 226.92],0
p3,1,0.810075,0.057758,[130 220] ; [ 89 157],[128.60738255 221.39261745] ; [ 90.39261745 155.60738255],0
a5,1,0.819803,0.051892,[225 129] ; [156  93],[223.67164179 130.32835821] ; [157.32835821  91.67164179],0
d1,1,0.853093,0.034289,[175 179] ; [125 124],[176.11940299 177.88059701] ; [123.88059701 125.11940299],0
b4,1,0.855591,0.03312,[196 158] ; [136 113],[194.90547264 159.09452736] ; [137.09452736 111.90547264],0
p4,1,0.858044,0.031993,[147 202] ; [105 140],[148.06060606 200.93939394] ; [103.93939394 141.06060606],0
a8,1,0.86522,0.028809,[ 33 290] ; [ 24 201],[ 33.59671533 289.40328467] ; [ 23.40328467 201.59671533],0
v3,1,0.89765,0.016546,[109 230] ; [ 75 162],[108.29166667 230.70833333] ; [ 75.70833333 161.29166667],0
p12,1,0.919074,0.010323,[  9 341] ; [  6 240],[  8.80872483 341.19127517] ; [  6.19127517 239.80872483],0
v1,1,0.983689,0.000418,[144 204] ; [102 145],[143.8789916 204.1210084] ; [102.1210084 144.8789916],0
n2,1,0.990802,0.000133,[66 37] ; [64 36],[65.96059113 37.03940887] ; [64.03940887 35.96059113],0
