Feature,DoF,P Value,Chi Square,Is Significant
a6,1,0.142041,2.155711,0
b2,1,0.226104,1.465201,0
p1,1,0.226104,1.465201,0
s8,1,0.226104,1.465201,0
b3,1,0.226104,1.465201,0
p7,1,0.247004,1.340171,0
v1,1,0.325892,0.965152,0
a2,1,0.37472,0.787953,0
b5,1,0.37472,0.787953,0
p2,1,0.472789,0.51545,0
d3,1,0.472789,0.51545,0
b4,1,0.521839,0.410256,0
v2,1,0.630701,0.231111,0
a4,1,0.711531,0.136752,0
p3,1,0.711531,0.136752,0
u1,1,0.868645,0.02735,0
a7,1,0.931175,0.007459,0
