Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.9e-05,17.497529,[401 184] ; [372  93],[430.67142857 154.32857143] ; [342.32857143 122.67142857],1
p1,1,0.054799,3.688189,[ 52 533] ; [ 58 404],[ 61.46131805 523.53868195] ; [ 48.53868195 413.46131805],0
p5,1,0.113534,2.50433,[ 84 501] ; [ 83 379],[ 93.30945559 491.69054441] ; [ 73.69054441 388.30945559],0
p12,1,0.152188,2.050178,[ 47 538] ; [ 49 413],[ 53.63896848 531.36103152] ; [ 42.36103152 419.63896848],0
p2,1,0.274066,1.196282,[522  63] ; [403  60],[516.34064885  68.65935115] ; [408.65935115  54.34064885],0
b1,1,0.332451,0.939326,[243 345] ; [206 259],[250.72364672 337.27635328] ; [198.27635328 266.72364672],0
p9,1,0.376546,0.781949,[501  83] ; [405  57],[505.83556405  78.16443595] ; [400.16443595  61.83556405],0
p8,1,0.554057,0.3501,[387 194] ; [299 162],[382.50095969 198.49904031] ; [303.49904031 157.50095969],0
p10,1,0.734384,0.115124,[490  93] ; [391  70],[491.97605364  91.02394636] ; [389.02394636  71.97605364],0
p11,1,0.803814,0.06171,[479 109] ; [376  89],[477.43589744 110.56410256] ; [377.56410256  87.43589744],0
p6,1,0.941669,0.005354,[278 302] ; [218 239],[277.41562199 302.58437801] ; [218.58437801 238.41562199],0
