Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,65.86066,[740 219] ; [122 118],[689.45621351 269.54378649] ; [172.54378649  67.45621351],1
p9,1,0.0,48.40793,[768 188] ; [140  98],[727.00837521 228.99162479] ; [180.99162479  57.00837521],1
p2,1,0.0,34.389558,[769 199] ; [152  95],[733.76790123 234.23209877] ; [187.23209877  59.76790123],1
r3,1,0.0,31.511542,[893  78] ; [196  50],[868.87345933 102.12654067] ; [220.12654067  25.87345933],1
p8,1,0.0,28.287499,[472 485] ; [ 74 170],[435.07243963 521.92756037] ; [110.92756037 133.07243963],1
n6,1,0.0,26.147234,[780 188] ; [160  85],[750.14014839 217.85985161] ; [189.85985161  55.14014839],1
r4,1,2e-06,22.959053,[831 148] ; [179  70],[805.20358306 173.79641694] ; [204.79641694  44.20358306],1
p7,1,9e-06,19.659316,[576 371] ; [109 133],[545.5803196 401.4196804] ; [139.4196804 102.5803196],1
v4,1,4.9e-05,16.47647,[895  75] ; [207  40],[878.34018077  91.65981923] ; [223.65981923  23.34018077],1
b1,1,9.4e-05,15.254092,[385 594] ; [132 117],[412.16856678 566.83143322] ; [104.83143322 144.16856678],1
n4,1,0.000171,14.121627,[724 251] ; [153  93],[700.30712531 274.69287469] ; [176.69287469  69.30712531],1
p4,1,0.000258,13.356665,[540 426] ; [105 140],[514.50867052 451.49132948] ; [130.49132948 114.50867052],1
n5,1,0.000381,12.623518,[699 269] ; [149  97],[676.16474465 291.83525535] ; [171.83525535  74.16474465],1
p3,1,0.003314,8.625769,[452 518] ; [ 89 157],[431.55427632 538.44572368] ; [109.44572368 136.55427632],0
v2,1,0.003331,8.616584,[505 435] ; [103 136],[484.74978796 455.25021204] ; [123.25021204 115.74978796],0
p12,1,0.007075,7.253797,[ 68 897] ; [  6 240],[ 58.96779521 906.03220479] ; [ 15.03220479 230.96779521],0
v1,1,0.00817,6.995831,[485 471] ; [102 145],[466.47714048 489.52285952] ; [120.52285952 126.47714048],0
s8,1,0.014019,6.035703,[393 577] ; [ 79 168],[376.20377979 593.79622021] ; [ 95.79622021 151.20377979],0
r1,1,0.015294,5.88231,[746 228] ; [170  76],[731.29836066 242.70163934] ; [184.70163934  61.29836066],0
a5,1,0.021031,5.324223,[687 291] ; [156  93],[671.92665037 306.07334963] ; [171.07334963  77.92665037],0
s1,1,0.023789,5.109941,[ 38 925] ; [ 18 227],[ 44.64238411 918.35761589] ; [ 11.35761589 233.64238411],0
a6,1,0.026361,4.932198,[640 335] ; [144 104],[625.02044154 349.97955846] ; [158.97955846  89.02044154],0
p6,1,0.042139,4.129613,[326 629] ; [ 66 176],[312.74853801 642.25146199] ; [ 79.25146199 162.74853801],0
p5,1,0.052321,3.765479,[103 863] ; [ 16 229],[ 94.92485549 871.07514451] ; [ 24.07514451 220.92485549],0
r2,1,0.054563,3.695403,[887  77] ; [215  29],[879.41059603  84.58940397] ; [222.58940397  21.41059603],0
u2,1,0.058896,3.568194,[166 138] ; [38 50],[158.20408163 145.79591837] ; [45.79591837 42.20408163],0
s6,1,0.068789,3.311683,[603 352] ; [138 105],[590.69699499 364.30300501] ; [150.30300501  92.69699499],0
v3,1,0.099771,2.709195,[353 591] ; [ 75 162],[342.11007621 601.88992379] ; [ 85.88992379 151.11007621],0
d4,1,0.103394,2.652392,[775 198] ; [185  62],[765.63934426 207.36065574] ; [194.36065574  52.63934426],0
d1,1,0.160971,1.965077,[540 439] ; [125 124],[530.15879479 448.84120521] ; [134.84120521 114.15879479],0
n2,1,0.170255,1.880697,[178  71] ; [64 36],[172.65902579  76.34097421] ; [69.34097421 30.65902579],0
a3,1,0.190128,1.716625,[670 303] ; [158  87],[661.44827586 311.55172414] ; [166.55172414  78.44827586],0
s7,1,0.1962,1.670439,[423 502] ; [ 93 134],[414.32291667 510.67708333] ; [101.67708333 125.32291667],0
n3,1,0.208884,1.579147,[172  74] ; [61 36],[167.10787172  78.89212828] ; [65.89212828 31.10787172],0
s4,1,0.212617,1.553519,[166 801] ; [ 51 197],[172.70699588 794.29300412] ; [ 44.29300412 203.70699588],0
a1,1,0.225914,1.466406,[ 48 931] ; [ 17 232],[ 51.82003257 927.17996743] ; [ 13.17996743 235.82003257],0
u3,1,0.227735,1.454951,[170 136] ; [43 46],[165.00759494 140.99240506] ; [47.99240506 41.00759494],0
s3,1,0.24459,1.353944,[511 447] ; [121 125],[502.87043189 455.12956811] ; [129.12956811 116.87043189],0
d5,1,0.25841,1.277257,[763 212] ; [185  62],[756.38297872 218.61702128] ; [191.61702128  55.38297872],0
b4,1,0.290697,1.116389,[571 408] ; [136 113],[563.64250814 415.35749186] ; [143.35749186 105.64250814],0
s5,1,0.320986,0.984927,[303 635] ; [ 68 167],[296.67348679 641.32651321] ; [ 74.32651321 160.67348679],0
a8,1,0.368959,0.807166,[115 778] ; [ 24 201],[111.02593918 781.97406082] ; [ 27.97406082 197.02593918],0
d3,1,0.373429,0.792224,[647 327] ; [156  90],[641.08360656 332.91639344] ; [161.91639344  84.08360656],0
b5,1,0.388061,0.74501,[584 395] ; [156  93],[589.95114007 389.04885993] ; [150.04885993  98.95114007],0
a7,1,0.408999,0.68171,[681 293] ; [166  81],[675.65765766 298.34234234] ; [171.34234234  75.65765766],0
d2,1,0.459677,0.546682,[455 518] ; [122 125],[460.18114754 512.81885246] ; [116.81885246 130.18114754],0
s2,1,0.470168,0.52158,[462 506] ; [112 136],[456.93421053 511.06578947] ; [117.06578947 130.93421053],0
b2,1,0.483013,0.492054,[211 374] ; [43 88],[207.52793296 377.47206704] ; [46.47206704 84.52793296],0
b3,1,0.483013,0.492054,[211 374] ; [43 88],[207.52793296 377.47206704] ; [46.47206704 84.52793296],0
n1,1,0.556265,0.346212,[ 92 154] ; [40 58],[ 94.39534884 151.60465116] ; [37.60465116 60.39534884],0
u1,1,0.764908,0.089426,[157 822] ; [ 38 211],[155.46009772 823.53990228] ; [ 39.53990228 209.46009772],0
a2,1,0.827059,0.047731,[210 769] ; [ 55 194],[211.26628664 767.73371336] ; [ 53.73371336 195.26628664],0
p1,1,0.916149,0.011085,[ 84 886] ; [ 22 226],[ 84.41707718 885.58292282] ; [ 21.58292282 226.41707718],0
a4,1,0.931484,0.007392,[417 557] ; [105 142],[416.4029484 557.5970516] ; [105.5970516 141.4029484],0
