Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,102.601395,[405 380] ; [ 93 336],[322.01812191 462.98187809] ; [175.98187809 253.01812191],1
p10,1,0.0,100.507672,[707  76] ; [284 139],[643.41044776 139.58955224] ; [347.58955224  75.41044776],1
p6,1,0.0,62.905453,[300 477] ; [ 69 351],[239.52631579 537.47368421] ; [129.47368421 290.52631579],1
p8,1,0.0,59.002569,[423 354] ; [132 290],[359.66221852 417.33778148] ; [195.33778148 226.66221852],1
p2,1,0.0,56.689228,[669 113] ; [288 141],[617.98018167 164.01981833] ; [339.01981833  89.98018167],1
p7,1,0.0,47.161466,[501 267] ; [184 229],[445.45300593 322.54699407] ; [239.54699407 173.45300593],1
p11,1,0.0,34.101156,[648 140] ; [291 140],[606.99917966 181.00082034] ; [332.00082034  98.99917966],1
p5,1,0.0,28.216203,[101 680] ; [ 15 412],[ 74.99668874 706.00331126] ; [ 41.00331126 385.99668874],1
p12,1,0.002707,8.994881,[ 70 714] ; [ 18 407],[ 57.06534326 726.93465674] ; [ 30.93465674 394.06534326],0
p1,1,0.080672,3.051315,[ 72 712] ; [ 27 401],[ 64.03960396 719.96039604] ; [ 34.96039604 393.03960396],0
b1,1,0.327069,0.960467,[283 505] ; [167 264],[290.89417555 497.10582445] ; [159.10582445 271.89417555],0
