Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,126.155242,[387  88] ; [302 322],[297.79344859 177.20655141] ; [391.20655141 232.79344859],1
p4,1,0.0,87.306852,[350 132] ; [283 351],[273.39247312 208.60752688] ; [359.60752688 274.39247312],1
p3,1,0.0,65.440979,[299 184] ; [239 398],[232.0125 250.9875] ; [305.9875 331.0125],1
p2,1,0.0,46.249141,[436  47] ; [472 164],[391.92493298  91.07506702] ; [516.07506702 119.92493298],1
p5,1,0.0,32.27829,[ 85 399] ; [ 42 589],[ 55.12825112 428.87174888] ; [ 71.87174888 559.12825112],1
p10,1,0.0,28.297487,[415  65] ; [462 168],[379.24324324 100.75675676] ; [497.75675676 132.24324324],1
p9,1,1e-06,24.222356,[423  58] ; [477 148],[391.41048825  89.58951175] ; [508.58951175 116.41048825],1
p11,1,1e-06,24.061865,[411  74] ; [463 176],[377.12633452 107.87366548] ; [496.87366548 142.12633452],1
p12,1,0.000442,12.345175,[ 49 433] ; [ 30 605],[ 34.08952551 447.91047449] ; [ 44.91047449 590.08952551],1
p1,1,0.000757,11.344039,[ 57 424] ; [ 39 596],[ 41.37634409 439.62365591] ; [ 54.62365591 580.37634409],1
b1,1,0.869932,0.026813,[186 299] ; [242 397],[184.6797153 300.3202847] ; [243.3202847 395.6797153],0
