Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,107.504374,[632 122] ; [91 98],[578.09331919 175.90668081] ; [144.90668081  44.09331919],1
p2,1,0.0,85.334764,[641 109] ; [104  85],[595.04792332 154.95207668] ; [149.95207668  39.04792332],1
p8,1,0.0,37.098521,[415 330] ; [ 58 130],[377.69024652 367.30975348] ; [95.30975348 92.69024652],1
p4,1,0.0,32.676867,[466 284] ; [ 73 114],[431.43009605 318.56990395] ; [107.56990395  79.43009605],1
p7,1,0.0,30.16813,[490 244] ; [ 83 102],[457.65179543 276.34820457] ; [115.34820457  69.65179543],1
p3,1,0.0,27.952398,[391 360] ; [ 57 130],[358.68656716 392.31343284] ; [89.31343284 97.68656716],1
p6,1,2e-06,22.208164,[283 462] ; [ 36 148],[255.81808396 489.18191604] ; [ 63.18191604 120.81808396],1
b1,1,3e-06,21.548923,[279 475] ; [105  84],[307.03711559 446.96288441] ; [ 76.96288441 112.03711559],1
p12,1,0.000191,13.916249,[ 68 683] ; [  2 186],[ 55.98509052 695.01490948] ; [ 14.01490948 173.98509052],1
p5,1,0.000311,13.000092,[ 97 651] ; [  7 181],[ 83.11111111 664.88888889] ; [ 20.88888889 167.11111111],1
p1,1,0.603446,0.26983,[ 69 682] ; [ 15 173],[ 67.18210863 683.81789137] ; [ 16.81789137 171.18210863],0
