Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,38.517292,[648  91] ; [283 105],[610.47826087 128.52173913] ; [320.52173913  67.47826087],1
p10,1,0.0,32.03307,[632 107] ; [279 111],[596.30558016 142.69441984] ; [314.69441984  75.30558016],1
r3,1,0.0,27.968898,[717  28] ; [347  47],[695.94381036  49.05618964] ; [368.05618964  25.94381036],1
n6,1,1e-06,23.281268,[640 104] ; [295 101],[610.21052632 133.78947368] ; [324.78947368  71.21052632],1
p2,1,1.1e-05,19.408583,[632 110] ; [292 100],[604.59259259 137.40740741] ; [319.40740741  72.59259259],1
r4,1,2e-05,18.175123,[672  79] ; [320  78],[648.38294169 102.61705831] ; [343.61705831  54.38294169],1
v4,1,0.000384,12.610557,[707  36] ; [353  41],[692.6824978  50.3175022] ; [367.3175022  26.6824978],1
r2,1,0.003764,8.394273,[692  48] ; [348  45],[679.25860547  60.74139453] ; [360.74139453  32.25860547],0
v2,1,0.005801,7.61106,[414 304] ; [186 194],[392.34972678 325.65027322] ; [207.65027322 172.34972678],0
a6,1,0.007013,7.269536,[511 237] ; [239 157],[490.38461538 257.61538462] ; [259.61538462 136.38461538],0
a7,1,0.007618,7.121071,[530 218] ; [250 146],[510. 238.] ; [270. 126.],0
p8,1,0.008955,6.831778,[411 323] ; [186 203],[390.2030276 343.7969724] ; [206.7969724 182.2030276],0
a1,1,0.020006,5.411401,[ 35 716] ; [ 32 366],[ 43.79199304 707.20800696] ; [ 23.20800696 374.79199304],0
d3,1,0.023994,5.095049,[507 242] ; [241 154],[489.73076923 259.26923077] ; [258.26923077 136.73076923],0
n1,1,0.028179,4.81708,[56 97] ; [51 50],[64.45275591 88.54724409] ; [42.54724409 58.45275591],0
r1,1,0.072779,3.219215,[593 154] ; [296 100],[581. 166.] ; [308.  88.],0
n2,1,0.0816,3.03274,[117  37] ; [68 35],[110.85603113  43.14396887] ; [74.14396887 28.85603113],0
p12,1,0.100287,2.700977,[ 66 674] ; [ 24 367],[ 58.88594164 681.11405836] ; [ 31.11405836 359.88594164],0
s1,1,0.127919,2.317582,[ 21 717] ; [ 18 375],[ 25.44827586 712.55172414] ; [ 13.55172414 379.44827586],0
d2,1,0.145055,2.123494,[351 396] ; [204 192],[362.71653543 384.28346457] ; [192.28346457 203.71653543],0
v1,1,0.158472,1.988744,[397 329] ; [195 193],[385.80969479 340.19030521] ; [206.19030521 181.80969479],0
d5,1,0.170236,1.880867,[597 152] ; [301  94],[587.93881119 161.06118881] ; [310.06118881  84.93881119],0
s6,1,0.183844,1.766272,[483 249] ; [238 146],[472.91397849 259.08602151] ; [248.08602151 135.91397849],0
d1,1,0.190959,1.710207,[434 317] ; [214 184],[423.54046997 327.45953003] ; [224.45953003 173.54046997],0
a4,1,0.194645,1.682104,[327 421] ; [189 207],[337.38461538 410.61538462] ; [178.61538462 217.38461538],0
v3,1,0.214542,1.540512,[287 435] ; [138 246],[277.44122966 444.55877034] ; [147.55877034 236.44122966],0
d4,1,0.233871,1.417164,[610 137] ; [311  84],[602.44045534 144.55954466] ; [318.55954466  76.44045534],0
p7,1,0.251946,1.312481,[479 246] ; [243 145],[470.30548068 254.69451932] ; [251.69451932 136.30548068],0
n4,1,0.285463,1.140899,[589 160] ; [302  96],[581.82999128 167.17000872] ; [309.17000872  88.82999128],0
p4,1,0.300266,1.073013,[451 291] ; [227 167],[442.84859155 299.15140845] ; [235.15140845 158.84859155],0
n5,1,0.317745,0.998207,[570 173] ; [294 103],[563.11578947 179.88421053] ; [300.88421053  96.11578947],0
u4,1,0.353151,0.862104,[ 16 734] ; [ 12 385],[ 18.30863121 731.69136879] ; [  9.69136879 387.30863121],0
b2,1,0.368167,0.809843,[183 292] ; [ 86 159],[177.46527778 297.53472222] ; [ 91.53472222 153.46527778],0
b3,1,0.368167,0.809843,[183 292] ; [ 86 159],[177.46527778 297.53472222] ; [ 91.53472222 153.46527778],0
u3,1,0.384617,0.755893,[128  91] ; [71 41],[131.66465257  87.33534743] ; [67.33534743 44.66465257],0
n3,1,0.410931,0.676105,[114  40] ; [70 31],[111.12156863  42.87843137] ; [72.87843137 28.12156863],0
b4,1,0.418872,0.653477,[445 306] ; [226 172],[438.57354221 312.42645779] ; [232.42645779 165.57354221],0
p3,1,0.532023,0.390526,[376 369] ; [206 187],[381.01054482 363.98945518] ; [200.98945518 192.01054482],0
a2,1,0.559435,0.340683,[166 585] ; [ 94 304],[169.93907746 581.06092254] ; [ 90.06092254 307.93907746],0
s5,1,0.585211,0.297886,[240 481] ; [120 259],[235.96363636 485.03636364] ; [124.03636364 254.96363636],0
a5,1,0.593146,0.285458,[550 200] ; [286 112],[546.16724739 203.83275261] ; [289.83275261 108.16724739],0
u1,1,0.598687,0.276981,[128 623] ; [ 63 335],[124.83986075 626.16013925] ; [ 66.16013925 331.83986075],0
b5,1,0.607899,0.263246,[442 309] ; [228 170],[437.91993037 313.08006963] ; [232.08006963 165.91993037],0
s8,1,0.662117,0.190962,[330 414] ; [169 224],[326.52242744 417.47757256] ; [172.47757256 220.52242744],0
a8,1,0.666594,0.185612,[ 95 589] ; [ 48 323],[ 92.71279621 591.28720379] ; [ 50.28720379 320.71279621],0
a3,1,0.750495,0.101116,[531 218] ; [285 112],[533.31937173 215.68062827] ; [282.68062827 114.31937173],0
p1,1,0.826455,0.048071,[ 65 678] ; [ 36 358],[ 66.00087951 676.99912049] ; [ 34.99912049 359.00087951],0
s3,1,0.843708,0.038869,[407 325] ; [215 176],[405.43544078 326.56455922] ; [216.56455922 174.43544078],0
p6,1,0.857036,0.032453,[271 463] ; [145 242],[272.38537021 461.61462979] ; [143.61462979 243.38537021],0
u2,1,0.86309,0.029736,[129  89] ; [64 46],[128.27439024  89.72560976] ; [64.72560976 45.27439024],0
s4,1,0.87697,0.023966,[116 622] ; [ 63 329],[116.90442478 621.09557522] ; [ 62.09557522 329.90442478],0
p5,1,0.882114,0.02199,[ 93 648] ; [ 48 344],[ 92.21624007 648.78375993] ; [ 48.78375993 343.21624007],0
s7,1,0.929066,0.007924,[346 373] ; [177 193],[345.30486685 373.69513315] ; [177.69513315 192.30486685],0
s2,1,0.975563,0.000938,[366 374] ; [194 199],[365.75463372 374.24536628] ; [194.24536628 198.75463372],0
