Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.5e-05,18.725511,[707  76] ; [641 133],[677.89595376 105.10404624] ; [670.10404624 103.89595376],1
p7,1,0.226342,1.463705,[501 267] ; [522 244],[512.16688396 255.83311604] ; [510.83311604 255.16688396],0
p12,1,0.334241,0.932397,[ 70 714] ; [ 59 719],[ 64.74775928 719.25224072] ; [ 64.25224072 713.74775928],0
p8,1,0.387594,0.746477,[423 354] ; [436 334],[431.44343891 345.55656109] ; [427.55656109 342.44343891],0
p11,1,0.408563,0.682977,[648 140] ; [632 152],[641.62849873 146.37150127] ; [638.37150127 145.62849873],0
p4,1,0.457565,0.551844,[480 303] ; [493 288],[487.12212276 295.87787724] ; [485.87787724 295.12212276],0
b1,1,0.583756,0.300202,[283 505] ; [292 492],[288.23155216 499.76844784] ; [286.76844784 497.23155216],0
p5,1,0.585501,0.297426,[101 680] ; [ 94 688],[ 97.43761996 683.56238004] ; [ 97.56238004 684.43761996],0
p1,1,0.741014,0.109237,[ 72 712] ; [ 68 713],[ 70.1341853 713.8658147] ; [ 69.8658147 711.1341853],0
p6,1,0.945011,0.004757,[300 477] ; [299 472],[300.66085271 476.33914729] ; [298.33914729 472.66085271],0
p3,1,0.960932,0.002399,[405 380] ; [403 380],[404.51530612 380.48469388] ; [403.48469388 379.51530612],0
