Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,30.862535,[18 38] ; [93 30],[34.72625698 21.27374302] ; [76.27374302 46.72625698],1
d3,1,7.6e-05,15.667051,[26 30] ; [94 29],[37.54189944 18.45810056] ; [82.45810056 40.54189944],1
a2,1,0.009249,6.774194,[ 7 49] ; [38 86],[14. 42.] ; [31. 93.],0
r2,1,0.019582,5.448803,[50  6] ; [119   3],[53.16853933  2.83146067] ; [115.83146067   6.16853933],0
v2,1,0.026684,4.911158,[17 38] ; [59 62],[23.75 31.25] ; [52.25 68.75],0
u1,1,0.028113,4.821125,[ 6 50] ; [31 93],[11.51111111 44.48888889] ; [25.48888889 98.51111111],0
r4,1,0.031785,4.610067,[44 12] ; [112  12],[48.53333333  7.46666667] ; [107.46666667  16.53333333],0
v4,1,0.051385,3.795673,[51  5] ; [120   3],[53.4972067  2.5027933] ; [117.5027933   5.4972067],0
s3,1,0.06741,3.344987,[37 19] ; [97 26],[41.92178771 14.07821229] ; [92.07821229 30.92178771],0
p1,1,0.068048,3.329493,[ 9 47] ; [  9 115],[ 5.6 50.4] ; [ 12.4 111.6],0
b5,1,0.087209,2.925144,[23 33] ; [68 56],[28.31111111 27.68888889] ; [62.68888889 61.31111111],0
p6,1,0.091997,2.839075,[27 29] ; [43 80],[21.89944134 34.10055866] ; [48.10055866 74.89944134],0
d4,1,0.093307,2.816365,[42 14] ; [105  18],[45.98882682 10.01117318] ; [101.01117318  21.98882682],0
r1,1,0.126136,2.33943,[41 15] ; [103  21],[44.8 11.2] ; [99.2 24.8],0
s2,1,0.17296,1.857099,[34 22] ; [88 36],[37.95555556 18.04444444] ; [84.04444444 39.95555556],0
a1,1,0.183614,1.76813,[ 1 55] ; [  8 116],[ 2.8 53.2] ; [  6.2 117.8],0
u3,1,0.194787,1.681034,[5 5] ; [21  8],[6.66666667 3.33333333] ; [19.33333333  9.66666667],0
a8,1,0.218606,1.5135,[ 5 50] ; [18 94],[ 7.5748503 47.4251497] ; [15.4251497 96.5748503],0
p3,1,0.222513,1.488093,[31 25] ; [56 67],[27.21787709 28.78212291] ; [59.78212291 63.21787709],0
n5,1,0.252682,1.308416,[45 11] ; [89 34],[41.92178771 14.07821229] ; [92.07821229 30.92178771],0
b1,1,0.274035,1.196437,[27 29] ; [49 75],[23.64444444 32.35555556] ; [52.35555556 71.64444444],0
a5,1,0.285536,1.140553,[44 12] ; [88 36],[41.06666667 14.93333333] ; [90.93333333 33.06666667],0
n6,1,0.29021,1.118646,[51  5] ; [105  18],[48.80446927  7.19553073] ; [107.19553073  15.80446927],0
p2,1,0.315167,1.008896,[44 12] ; [105  19],[46.35555556  9.64444444] ; [102.64444444  21.35555556],0
a4,1,0.354895,0.855878,[29 27] ; [55 69],[26.13333333 29.86666667] ; [57.86666667 66.13333333],0
p4,1,0.358936,0.841612,[37 19] ; [73 51],[34.22222222 21.77777778] ; [75.77777778 48.22222222],0
a3,1,0.404438,0.695091,[46 10] ; [95 29],[43.86666667 12.13333333] ; [97.13333333 26.86666667],0
b4,1,0.481816,0.494749,[28 28] ; [69 55],[30.17777778 25.82222222] ; [66.82222222 57.17777778],0
s8,1,0.508161,0.437853,[35 21] ; [71 53],[32.97777778 23.02222222] ; [73.02222222 50.97777778],0
s6,1,0.530941,0.39259,[42 13] ; [99 24],[43.56741573 11.43258427] ; [97.43258427 25.56741573],0
u4,1,0.561746,0.33669,[ 1 55] ; [  1 123],[ 0.62222222 55.37777778] ; [  1.37777778 122.62222222],0
