Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,2e-06,22.655767,[18 66] ; [71 60],[34.77209302 49.22790698] ; [54.22790698 76.77209302],1
a3,1,4e-06,21.101676,[36 48] ; [97 34],[51.9627907 32.0372093] ; [81.0372093 49.9627907],1
d2,1,5e-06,20.965857,[17 67] ; [67 63],[32.97196262 51.02803738] ; [51.02803738 78.97196262],1
d1,1,4.3e-05,16.720711,[23 62] ; [73 59],[37.60368664 47.39631336] ; [58.39631336 73.60368664],1
d5,1,9.1e-05,15.319581,[48 37] ; [107  25],[60.71428571 24.28571429] ; [94.28571429 37.71428571],1
n4,1,0.000157,14.286246,[44 41] ; [101  31],[56.79723502 28.20276498] ; [88.20276498 43.79723502],1
u1,1,0.000449,12.318428,[ 1 84] ; [ 21 111],[ 8.61751152 76.38248848] ; [ 13.38248848 118.61751152],1
d4,1,0.000534,11.992715,[50 34] ; [107  25],[61.05555556 22.94444444] ; [95.94444444 36.05555556],1
r1,1,0.001895,9.648485,[45 40] ; [97 35],[55.62211982 29.37788018] ; [86.37788018 45.62211982],0
a6,1,0.002901,8.868917,[48 37] ; [100  32],[57.97235023 27.02764977] ; [90.02764977 41.97235023],0
d3,1,0.003365,8.598393,[41 44] ; [90 42],[51.31336406 33.68663594] ; [79.68663594 52.31336406],0
r2,1,0.003977,8.294482,[65 20] ; [118  12],[72.34883721 12.65116279] ; [110.65116279  19.34883721],0
s7,1,0.007261,7.207209,[ 9 75] ; [32 92],[16.55769231 67.44230769] ; [24.44230769 99.55769231],0
n5,1,0.016025,5.80009,[46 39] ; [92 39],[54.30555556 30.69444444] ; [83.69444444 47.30555556],0
a7,1,0.029572,4.73403,[47 37] ; [93 39],[54.44444444 29.55555556] ; [85.55555556 46.44444444],0
p5,1,0.035938,4.400032,[ 1 84] ; [ 10 122],[ 4.30875576 80.69124424] ; [  6.69124424 125.30875576],0
p10,1,0.043809,4.063907,[41 42] ; [83 48],[48.09345794 34.90654206] ; [75.90654206 55.09345794],0
