Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,2e-06,22.655767,[18 66] ; [71 60],[34.77209302 49.22790698] ; [54.22790698 76.77209302],1
r4,1,0.063119,3.453486,[53 32] ; [98 34],[59.14746544 25.85253456] ; [91.85253456 40.14746544],0
v4,1,0.064908,3.40732,[65 20] ; [113  18],[70.0462963 14.9537037] ; [107.9537037  23.0462963],0
r3,1,0.084051,2.984768,[64 20] ; [112  19],[68.7627907 15.2372093] ; [107.2372093  23.7627907],0
s8,1,0.098536,2.729079,[ 9 76] ; [ 25 107],[13.31797235 71.68202765] ; [ 20.68202765 111.31797235],0
p11,1,0.114408,2.492255,[49 36] ; [90 42],[54.44700461 30.55299539] ; [84.55299539 47.44700461],0
v2,1,0.124653,2.357859,[27 52] ; [58 71],[32.28365385 46.71634615] ; [52.71634615 76.28365385],0
b5,1,0.156354,2.009136,[54 31] ; [71 61],[48.96313364 36.03686636] ; [76.03686636 55.96313364],0
s1,1,0.172023,1.865221,[ 5 80] ; [  3 128],[ 3.14814815 81.85185185] ; [  4.85185185 126.14814815],0
p3,1,0.238049,1.392108,[15 70] ; [32 99],[18.49537037 66.50462963] ; [ 28.50462963 102.49537037],0
p9,1,0.284493,1.1455,[50 33] ; [87 42],[53.63679245 29.36320755] ; [83.36320755 45.63679245],0
v1,1,0.287394,1.13179,[25 60] ; [47 82],[28.59813084 56.40186916] ; [43.40186916 85.59813084],0
n2,1,0.290188,1.118748,[16 14] ; [32 17],[18.2278481 11.7721519] ; [29.7721519 19.2278481],0
p1,1,0.293789,1.102176,[ 5 80] ; [ 13 118],[ 7.08333333 77.91666667] ; [ 10.91666667 120.08333333],0
b4,1,0.314974,1.009704,[56 29] ; [78 54],[52.48847926 32.51152074] ; [81.51152074 50.48847926],0
n6,1,0.336616,0.923277,[58 27] ; [98 34],[61.10599078 23.89400922] ; [94.89400922 37.10599078],0
s6,1,0.381008,0.767448,[26 59] ; [48 84],[28.98617512 56.01382488] ; [45.01382488 86.98617512],0
a1,1,0.522158,0.409628,[ 4 81] ; [  9 123],[ 5.0921659 79.9078341] ; [  7.9078341 124.0921659],0
a8,1,0.654034,0.200852,[ 8 73] ; [ 10 114],[ 7.11219512 73.88780488] ; [ 10.88780488 113.11219512],0
n1,1,0.660658,0.192725,[11 20] ; [19 28],[11.92307692 19.07692308] ; [18.07692308 28.92307692],0
p6,1,0.708047,0.140236,[ 9 75] ; [ 12 119],[ 8.20465116 75.79534884] ; [ 12.79534884 118.20465116],0
u2,1,0.73927,0.110769,[22 27] ; [17 18],[22.75 26.25] ; [16.25 18.75],0
u4,1,0.752604,0.099356,[ 1 84] ; [  1 131],[ 0.78341014 84.21658986] ; [  1.21658986 130.78341014],0
p8,1,0.76186,0.091832,[17 67] ; [ 29 103],[17.88888889 66.11111111] ; [ 28.11111111 103.88888889],0
s3,1,0.767825,0.087155,[15 68] ; [ 26 106],[15.82790698 67.17209302] ; [ 25.17209302 106.82790698],0
u3,1,0.794827,0.067625,[21 28] ; [16 19],[21.58333333 27.41666667] ; [15.41666667 19.58333333],0
b1,1,0.800685,0.063736,[33 52] ; [49 83],[32.11981567 52.88018433] ; [49.88018433 82.11981567],0
s4,1,0.801478,0.06322,[ 7 78] ; [ 12 118],[ 7.51162791 77.48837209] ; [ 11.48837209 118.51162791],0
n3,1,0.828311,0.047032,[18 13] ; [25 20],[17.53947368 13.46052632] ; [25.46052632 19.53947368],0
p2,1,0.833098,0.044407,[49 36] ; [78 54],[49.74654378 35.25345622] ; [77.25345622 54.74654378],0
p12,1,0.854971,0.033408,[ 3 82] ; [  4 126],[ 2.76744186 82.23255814] ; [  4.23255814 125.76744186],0
p4,1,0.860506,0.030881,[25 60] ; [40 91],[25.5787037 59.4212963] ; [39.4212963 91.5787037],0
s5,1,0.860716,0.030787,[10 71] ; [ 17 112],[10.41428571 70.58571429] ; [ 16.58571429 112.41428571],0
v3,1,0.866177,0.028398,[22 60] ; [33 95],[21.47619048 60.52380952] ; [33.52380952 94.47619048],0
b2,1,0.924972,0.008869,[17 22] ; [35 47],[16.76033058 22.23966942] ; [35.23966942 46.76033058],0
b3,1,0.924972,0.008869,[17 22] ; [35 47],[16.76033058 22.23966942] ; [35.23966942 46.76033058],0
