Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,37.580239,[37 32] ; [72  2],[52.59440559 16.40559441] ; [56.40559441 17.59440559],1
v4,1,0.0,26.979371,[40 29] ; [70  4],[53.07692308 15.92307692] ; [56.92307692 17.07692308],1
r2,1,4e-06,21.099604,[37 31] ; [65  8],[49.19148936 18.80851064] ; [52.80851064 20.19148936],1
n6,1,6e-06,20.438876,[37 32] ; [65  9],[49.21678322 19.78321678] ; [52.78321678 21.21678322],1
p10,1,7.5e-05,15.671104,[29 37] ; [56 17],[40.35971223 25.64028777] ; [44.64028777 28.35971223],1
p9,1,0.000329,12.896632,[38 30] ; [61 12],[47.74468085 20.25531915] ; [51.25531915 21.74468085],1
p11,1,0.000825,11.183232,[33 37] ; [55 19],[42.77777778 27.22222222] ; [45.22222222 28.77777778],1
p2,1,0.003757,8.397466,[34 33] ; [55 19],[42.29078014 24.70921986] ; [46.70921986 27.29078014],0
p6,1,0.004657,8.008231,[ 7 59] ; [22 51],[13.76978417 52.23021583] ; [15.23021583 57.76978417],0
s6,1,0.004797,7.954329,[18 52] ; [35 37],[26.12676056 43.87323944] ; [26.87323944 45.12676056],0
s8,1,0.011252,6.425097,[ 3 67] ; [13 61],[ 7.77777778 62.22222222] ; [ 8.22222222 65.77777778],0
b5,1,0.012362,6.258221,[37 33] ; [54 20],[44.23611111 25.76388889] ; [46.76388889 27.23611111],0
b1,1,0.013127,6.151864,[39 31] ; [26 48],[31.59722222 38.40277778] ; [33.40277778 40.59722222],0
d5,1,0.014528,5.972815,[37 33] ; [53 20],[44.05594406 25.94405594] ; [45.94405594 27.05594406],0
n2,1,0.016602,5.737977,[14 14] ; [16  3],[17.87234043 10.12765957] ; [12.12765957  6.87234043],0
s3,1,0.018925,5.508415,[17 51] ; [32 41],[23.63120567 44.36879433] ; [25.36879433 47.63120567],0
d4,1,0.046998,3.945445,[39 31] ; [53 21],[44.72222222 25.27777778] ; [47.27777778 26.72222222],0
