Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.003802,8.375833,[22 56] ; [16 11],[28.22857143 49.77142857] ; [ 9.77142857 17.22857143],0
p4,1,0.005116,7.837965,[18 60] ; [14 13],[23.77142857 54.22857143] ; [ 8.22857143 18.77142857],0
v1,1,0.007134,7.238862,[17 63] ; [13 14],[22.42990654 57.57009346] ; [ 7.57009346 19.42990654],0
r3,1,0.011562,6.376866,[53 25] ; [25  2],[57.94285714 20.05714286] ; [20.05714286  6.94285714],0
s1,1,0.017106,5.68547,[ 2 77] ; [ 4 23],[ 4.47169811 74.52830189] ; [ 1.52830189 25.47169811],0
r4,1,0.0361,4.392357,[44 36] ; [21  6],[48.59813084 31.40186916] ; [16.40186916 10.59813084],0
p8,1,0.046338,3.969256,[17 63] ; [11 16],[20.93457944 59.06542056] ; [ 7.06542056 19.93457944],0
b1,1,0.051211,3.801366,[39 41] ; [19  8],[43.36448598 36.63551402] ; [14.63551402 12.36448598],0
p2,1,0.06565,3.388569,[34 46] ; [17 10],[38.13084112 41.86915888] ; [12.86915888 14.13084112],0
d4,1,0.071531,3.247542,[53 26] ; [23  4],[56.64150943 22.35849057] ; [19.35849057  7.64150943],0
n4,1,0.091892,2.840913,[44 35] ; [20  7],[47.69811321 31.30188679] ; [16.30188679 10.69811321],0
s2,1,0.091995,2.839113,[ 8 71] ; [ 6 20],[10.53333333 68.46666667] ; [ 3.46666667 22.53333333],0
v4,1,0.09726,2.749906,[58 21] ; [24  3],[61.11320755 17.88679245] ; [20.88679245  6.11320755],0
a5,1,0.163706,1.939658,[41 39] ; [18  9],[44.11214953 35.88785047] ; [14.88785047 12.11214953],0
n6,1,0.165088,1.926993,[49 30] ; [20  6],[51.91428571 27.08571429] ; [17.08571429  8.91428571],0
p6,1,0.170727,1.876548,[10 69] ; [ 6 19],[12.15384615 66.84615385] ; [ 3.84615385 21.15384615],0
n2,1,0.174409,1.844636,[19 17] ; [7 2],[20.8 15.2] ; [5.2 3.8],0
r2,1,0.263284,1.251407,[61 16] ; [24  3],[62.93269231 14.06730769] ; [22.06730769  4.93269231],0
u2,1,0.350656,0.871083,[16 19] ; [4 9],[14.58333333 20.41666667] ; [5.41666667 7.58333333],0
v2,1,0.37767,0.778271,[30 48] ; [13 14],[31.94285714 46.05714286] ; [11.05714286 15.94285714],0
d1,1,0.398205,0.713739,[34 46] ; [14 13],[35.88785047 44.11214953] ; [12.11214953 14.88785047],0
