Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,29.133788,[36  9] ; [ 5 25],[24.6 20.4] ; [16.4 13.6],1
r1,1,6.7e-05,15.896739,[39  6] ; [13 17],[31.2 13.8] ; [20.8  9.2],1
s6,1,0.000193,13.893654,[39  6] ; [14 16],[31.8 13.2] ; [21.2  8.8],1
s8,1,0.000247,13.432104,[23 22] ; [ 3 27],[15.6 29.4] ; [10.4 19.6],1
s7,1,0.000608,11.752772,[26 17] ; [ 6 24],[18.84931507 24.15068493] ; [13.15068493 16.84931507],1
a2,1,0.008917,6.83933,[12 33] ; [ 1 29],[ 7.8 37.2] ; [ 5.2 24.8],0
u1,1,0.01456,5.968915,[11 34] ; [ 1 29],[ 7.2 37.8] ; [ 4.8 25.2],0
a6,1,0.022713,5.190345,[34 11] ; [15 15],[29.4 15.6] ; [19.6 10.4],0
p3,1,0.029408,4.743544,[25 20] ; [ 9 21],[20.4 24.6] ; [13.6 16.4],0
v4,1,0.035549,4.418595,[42  2] ; [24  6],[39.24324324  4.75675676] ; [26.75675676  3.24324324],0
r4,1,0.035978,4.398148,[38  7] ; [19 11],[34.2 10.8] ; [22.8  7.2],0
r3,1,0.04132,4.16285,[41  3] ; [23  7],[38.05405405  5.94594595] ; [25.94594595  4.05405405],0
u2,1,0.045157,4.012755,[9 5] ; [3 9],[6.46153846 7.53846154] ; [5.53846154 6.46153846],0
u3,1,0.053824,3.718155,[11  3] ; [5 7],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
n4,1,0.054292,3.703704,[31 14] ; [14 16],[27. 18.] ; [18. 12.],0
p4,1,0.073214,3.209459,[26 19] ; [11 19],[22.2 22.8] ; [14.8 15.2],0
a4,1,0.133614,2.25,[18 27] ; [ 7 23],[15. 30.] ; [10. 20.],0
b2,1,0.138646,2.192921,[ 2 19] ; [ 5 13],[ 3.76923077 17.23076923] ; [ 3.23076923 14.76923077],0
b3,1,0.138646,2.192921,[ 2 19] ; [ 5 13],[ 3.76923077 17.23076923] ; [ 3.23076923 14.76923077],0
r2,1,0.147176,2.101274,[41  4] ; [23  6],[38.91891892  6.08108108] ; [25.08108108  3.91891892],0
n6,1,0.152682,2.045246,[32 12] ; [26  4],[34.48648649  9.51351351] ; [23.51351351  6.48648649],0
n3,1,0.156709,2.005698,[8 1] ; [8 5],[6.54545455 2.45454545] ; [9.45454545 3.54545455],0
d2,1,0.169153,1.890432,[19 26] ; [ 8 22],[16.2 28.8] ; [10.8 19.2],0
n2,1,0.244999,1.351596,[4 5] ; [9 4],[5.31818182 3.68181818] ; [7.68181818 5.31818182],0
p11,1,0.254731,1.29717,[34 11] ; [19 11],[31.8 13.2] ; [21.2  8.8],0
d1,1,0.257518,1.282051,[24 21] ; [12 18],[21.6 23.4] ; [14.4 15.6],0
p7,1,0.276688,1.183287,[27 16] ; [15 15],[24.73972603 18.26027397] ; [17.26027397 12.73972603],0
d5,1,0.280121,1.166502,[36  9] ; [20  9],[34.05405405 10.94594595] ; [21.94594595  7.05405405],0
d4,1,0.286422,1.136364,[35 10] ; [20 10],[33. 12.] ; [22.  8.],0
p8,1,0.310659,1.027874,[22 22] ; [11 18],[19.89041096 24.10958904] ; [13.10958904 15.89041096],0
v3,1,0.321068,0.984589,[12 32] ; [ 5 24],[10.24657534 33.75342466] ; [ 6.75342466 22.24657534],0
p6,1,0.356074,0.851692,[13 31] ; [ 6 24],[11.2972973 32.7027027] ; [ 7.7027027 22.2972973],0
p2,1,0.357273,0.847458,[37  8] ; [22  8],[35.4  9.6] ; [23.6  6.4],0
a7,1,0.398195,0.713769,[30 15] ; [22  7],[31.62162162 13.37837838] ; [20.37837838  8.62162162],0
v1,1,0.420889,0.647831,[15 29] ; [13 17],[16.64864865 27.35135135] ; [11.35135135 18.64864865],0
n1,1,0.421374,0.646479,[2 7] ; [5 8],[2.86363636 6.13636364] ; [4.13636364 8.86363636],0
a3,1,0.428111,0.627943,[31 14] ; [18 12],[29.4 15.6] ; [19.6 10.4],0
b1,1,0.438692,0.5997,[19 26] ; [10 20],[17.4 27.6] ; [11.6 18.4],0
n5,1,0.488074,0.480769,[28 17] ; [21  9],[29.4 15.6] ; [19.6 10.4],0
a5,1,0.498024,0.459145,[29 16] ; [17 13],[27.6 17.4] ; [18.4 11.6],0
a8,1,0.506903,0.440455,[ 3 39] ; [ 1 28],[ 2.36619718 39.63380282] ; [ 1.63380282 27.36619718],0
s1,1,0.515117,0.423658,[ 3 41] ; [ 1 29],[ 2.37837838 41.62162162] ; [ 1.62162162 28.37837838],0
p1,1,0.529096,0.396127,[ 3 42] ; [ 1 29],[ 2.4 42.6] ; [ 1.6 28.4],0
b5,1,0.617075,0.25,[29 16] ; [21  9],[30. 15.] ; [20. 10.],0
p9,1,0.634422,0.226111,[33 11] ; [21  9],[32.10810811 11.89189189] ; [21.89189189  8.10810811],0
v2,1,0.655463,0.199082,[18 25] ; [11 19],[17.08219178 25.91780822] ; [11.91780822 18.08219178],0
p10,1,0.698168,0.150385,[34 10] ; [22  8],[33.2972973 10.7027027] ; [22.7027027  7.2972973],0
b4,1,0.706057,0.142248,[23 22] ; [14 16],[22.2 22.8] ; [14.8 15.2],0
a1,1,0.769826,0.085616,[ 1 44] ; [ 1 29],[ 1.2 43.8] ; [ 0.8 29.2],0
d3,1,0.807936,0.059093,[33 12] ; [22  7],[33.44594595 11.55405405] ; [21.55405405  7.44594595],0
