Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,92.247763,[147 213] ; [223  61],[206.83229814 153.16770186] ; [163.16770186 120.83229814],1
v1,1,0.0,32.661957,[168 193] ; [196  88],[203.72713178 157.27286822] ; [160.27286822 123.72713178],1
s8,1,0.000191,13.919492,[150 221] ; [156 127],[173.58715596 197.41284404] ; [132.41284404 150.58715596],1
p3,1,0.000679,11.546334,[178 192] ; [174 109],[199.44869832 170.55130168] ; [152.55130168 130.44869832],1
s7,1,0.001062,10.716286,[172 184] ; [166 104],[192.2172524 163.7827476] ; [145.7827476 124.2172524],0
p5,1,0.001071,10.700556,[ 35 334] ; [ 52 233],[ 49.08715596 319.91284404] ; [ 37.91284404 247.08715596],0
a1,1,0.002238,9.34341,[ 11 361] ; [ 24 264],[ 19.72727273 352.27272727] ; [ 15.27272727 272.72727273],0
p12,1,0.004569,8.042593,[ 23 345] ; [ 36 248],[ 33.3006135 334.6993865] ; [ 25.6993865 258.3006135],0
s4,1,0.006694,7.353427,[ 68 297] ; [ 31 253],[ 55.6779661 309.3220339] ; [ 43.3220339 240.6779661],0
d1,1,0.0067,7.351721,[208 164] ; [191  97],[224.89090909 147.10909091] ; [174.10909091 113.89090909],0
n5,1,0.01318,6.144803,[307  62] ; [259  29],[317.89041096  51.10958904] ; [248.10958904  39.89041096],0
s2,1,0.015324,5.878812,[177 193] ; [163 121],[192.35474006 177.64525994] ; [147.64525994 136.35474006],0
d2,1,0.027107,4.883953,[176 195] ; [160 125],[190.02439024 180.97560976] ; [145.97560976 139.02439024],0
p7,1,0.031373,4.63241,[228 136] ; [196  81],[240.77379095 123.22620905] ; [183.22620905  93.77379095],0
p1,1,0.032873,4.552387,[ 27 342] ; [ 35 251],[ 34.92824427 334.07175573] ; [ 27.07175573 258.92824427],0
a3,1,0.035739,4.409505,[262 109] ; [222  63],[273.72560976  97.27439024] ; [210.27439024  74.72560976],0
p8,1,0.052119,3.771949,[191 175] ; [167 112],[203.14418605 162.85581395] ; [154.85581395 124.14418605],0
r4,1,0.056054,3.650463,[338  34] ; [273  15],[344.38181818  27.61818182] ; [266.61818182  21.38181818],0
s5,1,0.080649,3.051767,[115 241] ; [108 169],[125.41548183 230.58451817] ; [ 97.58451817 179.41548183],0
p4,1,0.100373,2.699599,[223 147] ; [187  94],[233.02611367 136.97388633] ; [176.97388633 104.02611367],0
r1,1,0.101092,2.688229,[298  72] ; [246  42],[305.89665653  64.10334347] ; [238.10334347  49.89665653],0
u4,1,0.104484,2.635736,[  4 368] ; [  8 280],[  6.76363636 365.23636364] ; [  5.23636364 282.76363636],0
n6,1,0.105719,2.617072,[327  44] ; [264  23],[333.22340426  37.77659574] ; [257.77659574  29.22340426],0
r3,1,0.123687,2.369997,[350  21] ; [278   9],[354.08510638  16.91489362] ; [273.91489362  13.08510638],0
a5,1,0.134152,2.243788,[277  95] ; [228  59],[285.06828528  86.93171472] ; [219.93171472  67.06828528],0
p10,1,0.150242,2.069794,[299  69] ; [242  41],[305.8187404  62.1812596] ; [235.1812596  47.8187404],0
p6,1,0.2044,1.610657,[141 226] ; [121 158],[148.84520124 218.15479876] ; [113.15479876 165.84520124],0
d3,1,0.237648,1.394495,[248 124] ; [203  83],[254.97264438 117.02735562] ; [196.02735562  89.97264438],0
a7,1,0.314325,1.012413,[273  99] ; [199  86],[267.25114155 104.74885845] ; [204.74885845  80.25114155],0
a4,1,0.326117,0.964255,[172 198] ; [144 142],[178.23170732 191.76829268] ; [137.76829268 148.23170732],0
r2,1,0.379433,0.772537,[352  15] ; [277   8],[354.05368098  12.94631902] ; [274.94631902  10.05368098],0
u1,1,0.399102,0.711029,[ 69 303] ; [ 61 227],[ 73.27272727 298.72727273] ; [ 56.72727273 231.27272727],0
d5,1,0.427945,0.628394,[302  70] ; [239  47],[305.85410334  66.14589666] ; [235.14589666  50.85410334],0
b1,1,0.465302,0.533111,[142 230] ; [118 170],[146.54545455 225.45454545] ; [113.45454545 174.54545455],0
a2,1,0.506028,0.442271,[ 91 281] ; [ 77 211],[ 94.69090909 277.30909091] ; [ 73.30909091 214.69090909],0
n2,1,0.508319,0.437526,[61 20] ; [37  9],[62.50393701 18.49606299] ; [35.49606299 10.50393701],0
s3,1,0.513065,0.427811,[208 162] ; [164 115],[212.08012327 157.91987673] ; [159.91987673 119.08012327],0
p11,1,0.550081,0.357173,[302  70] ; [239  49],[304.92727273  67.07272727] ; [236.07272727  51.92727273],0
b4,1,0.556165,0.346388,[215 157] ; [173 115],[218.69090909 153.30909091] ; [169.30909091 118.69090909],0
d4,1,0.563604,0.333503,[304  68] ; [237  47],[306.78658537  65.21341463] ; [234.21341463  49.78658537],0
s1,1,0.619065,0.247184,[ 13 355] ; [  8 274],[ 11.88923077 356.11076923] ; [  9.11076923 272.88923077],0
a6,1,0.692728,0.156148,[256 116] ; [192  93],[253.66210046 118.33789954] ; [194.33789954  90.66210046],0
b3,1,0.704654,0.143675,[ 86 141] ; [ 77 117],[ 87.88836105 139.11163895] ; [ 75.11163895 118.88836105],0
b2,1,0.704654,0.143675,[ 86 141] ; [ 77 117],[ 87.88836105 139.11163895] ; [ 75.11163895 118.88836105],0
