Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000136,14.555027,[81 24] ; [ 9 15],[73.25581395 31.74418605] ; [16.74418605  7.25581395],1
n5,1,0.00023,13.567678,[83 22] ; [10 14],[75.69767442 29.30232558] ; [17.30232558  6.69767442],1
b1,1,0.004741,7.975683,[41 64] ; [17  7],[47.20930233 57.79069767] ; [10.79069767 13.20930233],0
p11,1,0.008373,6.951849,[90 15] ; [15  9],[85.46511628 19.53488372] ; [19.53488372  4.46511628],0
p10,1,0.018884,5.512228,[88 17] ; [15  9],[83.8372093 21.1627907] ; [19.1627907  4.8372093],0
r3,1,0.031111,4.646848,[98  7] ; [19  5],[95.23255814  9.76744186] ; [21.76744186  2.23255814],0
p9,1,0.055255,3.674374,[88 17] ; [16  8],[84.65116279 20.34883721] ; [19.34883721  4.65116279],0
s8,1,0.062156,3.478888,[33 72] ; [ 3 21],[29.30232558 75.69767442] ; [ 6.69767442 17.30232558],0
b3,1,0.083687,2.991795,[33 39] ; [2 9],[30.36144578 41.63855422] ; [4.63855422 6.36144578],0
b2,1,0.083687,2.991795,[33 39] ; [2 9],[30.36144578 41.63855422] ; [4.63855422 6.36144578],0
v4,1,0.089972,2.874879,[101   4] ; [21  3],[99.30232558  5.69767442] ; [22.69767442  1.30232558],0
p6,1,0.093747,2.808823,[42 62] ; [ 5 18],[38.48818898 65.51181102] ; [ 8.51181102 14.48818898],0
u1,1,0.10559,2.619017,[18 87] ; [ 1 23],[15.46511628 89.53488372] ; [ 3.53488372 20.46511628],0
s4,1,0.113524,2.504468,[ 7 98] ; [ 4 20],[ 8.95348837 96.04651163] ; [ 2.04651163 21.95348837],0
p8,1,0.178853,1.807128,[68 37] ; [12 12],[65.11627907 39.88372093] ; [14.88372093  9.11627907],0
p2,1,0.199585,1.645408,[90 15] ; [18  6],[87.90697674 17.09302326] ; [20.09302326  3.90697674],0
s5,1,0.220711,1.499743,[20 83] ; [ 2 21],[17.98412698 85.01587302] ; [ 4.01587302 18.98412698],0
v2,1,0.226196,1.464622,[64 40] ; [11 12],[61.41732283 42.58267717] ; [13.58267717  9.41732283],0
d1,1,0.229581,1.443453,[58 47] ; [10 14],[55.34883721 49.65116279] ; [12.65116279 11.34883721],0
v1,1,0.233173,1.421399,[61 42] ; [11 13],[58.39370079 44.60629921] ; [13.60629921 10.39370079],0
p7,1,0.334672,0.930736,[80 25] ; [16  8],[78.13953488 26.86046512] ; [17.86046512  6.13953488],0
a2,1,0.344597,0.893254,[22 83] ; [ 3 21],[20.34883721 84.65116279] ; [ 4.65116279 19.34883721],0
n2,1,0.360585,0.835855,[15  4] ; [1 1],[14.47619048  4.52380952] ; [1.52380952 0.47619048],0
