Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.002193,9.380773,[2 5] ; [27  5],[5.20512821 1.79487179] ; [23.79487179  8.20512821],0
s6,1,0.018195,5.577232,[3 4] ; [27  5],[5.38461538 1.61538462] ; [24.61538462  7.38461538],0
u3,1,0.031218,4.640955,[1 2] ; [10  1],[2.35714286 0.64285714] ; [8.64285714 2.35714286],0
a6,1,0.047788,3.917411,[2 5] ; [22 10],[4.30769231 2.69230769] ; [19.69230769 12.30769231],0
d3,1,0.071019,3.259305,[2 5] ; [21 11],[4.12820513 2.87179487] ; [18.87179487 13.12820513],0
r4,1,0.077858,3.109056,[5 2] ; [30  2],[6.28205128 0.71794872] ; [28.71794872  3.28205128],0
p10,1,0.084332,2.979374,[1 6] ; [16 16],[3.05128205 3.94871795] ; [13.94871795 18.05128205],0
b2,1,0.192969,1.694805,[2 2] ; [ 5 20],[0.96551724 3.03448276] ; [ 6.03448276 18.96551724],0
b3,1,0.192969,1.694805,[2 2] ; [ 5 20],[0.96551724 3.03448276] ; [ 6.03448276 18.96551724],0
r2,1,0.225267,1.4705,[6 1] ; [31  1],[6.64102564 0.35897436] ; [30.35897436  1.64102564],0
n4,1,0.249479,1.326216,[4 3] ; [25  7],[5.20512821 1.79487179] ; [23.79487179  8.20512821],0
a7,1,0.262044,1.257924,[3 4] ; [21 11],[4.30769231 2.69230769] ; [19.69230769 12.30769231],0
a8,1,0.274689,1.193182,[1 6] ; [ 1 27],[0.4 6.6] ; [ 1.6 26.4],0
v2,1,0.34092,0.906969,[5 2] ; [16 15],[3.86842105 3.13157895] ; [17.13157895 13.86842105],0
n5,1,0.341591,0.904453,[4 3] ; [24  8],[5.02564103 1.97435897] ; [22.97435897  9.02564103],0
p6,1,0.368955,0.807181,[3 4] ; [ 8 23],[2.02631579 4.97368421] ; [ 8.97368421 22.02631579],0
a5,1,0.424688,0.637307,[3 4] ; [19 13],[3.94871795 3.05128205] ; [18.05128205 13.94871795],0
b1,1,0.444284,0.585193,[4 3] ; [23  9],[4.84615385 2.15384615] ; [22.15384615  9.84615385],0
v3,1,0.464857,0.534175,[4 3] ; [13 18],[3.13157895 3.86842105] ; [13.86842105 17.13157895],0
p5,1,0.469853,0.522321,[1 6] ; [ 2 30],[0.53846154 6.46153846] ; [ 2.46153846 29.53846154],0
b5,1,0.519674,0.414541,[3 4] ; [18 14],[3.76923077 3.23076923] ; [17.23076923 14.76923077],0
n6,1,0.542227,0.371429,[6 1] ; [24  8],[5.38461538 1.61538462] ; [24.61538462  7.38461538],0
r1,1,0.559951,0.33979,[5 2] ; [26  6],[5.56410256 1.43589744] ; [25.43589744  6.56410256],0
u2,1,0.57077,0.321396,[2 1] ; [9 2],[2.35714286 0.64285714] ; [8.64285714 2.35714286],0
s2,1,0.593421,0.285034,[4 3] ; [21 10],[4.60526316 2.39473684] ; [20.39473684 10.60526316],0
p3,1,0.671735,0.179579,[3 4] ; [11 21],[2.51282051 4.48717949] ; [11.48717949 20.51282051],0
a3,1,0.671735,0.179579,[4 3] ; [21 11],[4.48717949 2.51282051] ; [20.51282051 11.48717949],0
s4,1,0.754674,0.097645,[1 6] ; [ 6 25],[1.28947368 5.71052632] ; [ 5.71052632 25.28947368],0
s7,1,0.761057,0.092473,[4 3] ; [19 11],[4.35135135 2.64864865] ; [18.64864865 11.35135135],0
p7,1,0.79127,0.070046,[4 3] ; [16 15],[3.68421053 3.31578947] ; [16.31578947 14.68421053],0
v1,1,0.791857,0.069643,[3 4] ; [12 20],[2.69230769 4.30769231] ; [12.30769231 19.69230769],0
p11,1,0.791857,0.069643,[4 3] ; [20 12],[4.30769231 2.69230769] ; [19.69230769 12.30769231],0
s5,1,0.832899,0.044515,[2 4] ; [ 9 22],[1.78378378 4.21621622] ; [ 9.21621622 21.78378378],0
p4,1,0.846838,0.037309,[4 3] ; [17 15],[3.76923077 3.23076923] ; [17.23076923 14.76923077],0
s3,1,0.849679,0.035921,[5 2] ; [21 10],[4.78947368 2.21052632] ; [21.21052632  9.78947368],0
p8,1,0.913396,0.011828,[3 4] ; [13 19],[2.87179487 4.12820513] ; [13.12820513 18.87179487],0
p2,1,0.981032,0.000565,[5 2] ; [23  9],[5.02564103 1.97435897] ; [22.97435897  9.02564103],0
b4,1,0.981032,0.000565,[5 2] ; [23  9],[5.02564103 1.97435897] ; [22.97435897  9.02564103],0
