Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,5e-06,20.658069,[ 7 26] ; [41 17],[17.40659341 15.59340659] ; [30.59340659 27.40659341],1
s6,1,0.000152,14.341778,[18 19] ; [50  9],[26.20833333 10.79166667] ; [41.79166667 17.20833333],1
s8,1,0.001839,9.703215,[ 6 31] ; [28 31],[13.10416667 23.89583333] ; [20.89583333 38.10416667],0
s5,1,0.014101,6.025512,[ 5 31] ; [21 35],[10.17391304 25.82608696] ; [15.82608696 40.17391304],0
s4,1,0.022692,5.191918,[ 4 33] ; [18 40],[ 8.56842105 28.43157895] ; [13.43157895 44.56842105],0
u1,1,0.051021,3.807591,[ 3 34] ; [14 45],[ 6.55208333 30.44791667] ; [10.44791667 48.55208333],0
d1,1,0.053803,3.718795,[12 25] ; [31 28],[16.57291667 20.42708333] ; [26.42708333 32.57291667],0
d4,1,0.07325,3.208638,[24 12] ; [48 10],[27.57446809  8.42553191] ; [44.42553191 13.57446809],0
r2,1,0.074133,3.18905,[30  7] ; [54  4],[32.71578947  4.28421053] ; [51.28421053  6.71578947],0
a2,1,0.07477,3.17508,[ 3 34] ; [13 46],[ 6.16666667 30.83333333] ; [ 9.83333333 49.16666667],0
v2,1,0.077152,3.1239,[11 25] ; [28 29],[15.09677419 20.90322581] ; [23.90322581 33.09677419],0
p6,1,0.093974,2.804946,[ 7 29] ; [21 38],[10.61052632 25.38947368] ; [17.38947368 41.61052632],0
r1,1,0.107895,2.584784,[24 13] ; [47 12],[27.36458333  9.63541667] ; [43.63541667 15.36458333],0
p7,1,0.113189,2.509124,[24 13] ; [28 30],[20.25263158 16.74736842] ; [31.74736842 26.25263158],0
n4,1,0.115373,2.479031,[21 16] ; [42 16],[24.53684211 12.46315789] ; [38.46315789 19.53684211],0
b5,1,0.126149,2.339265,[20 17] ; [41 18],[23.51041667 13.48958333] ; [37.48958333 21.51041667],0
n6,1,0.141773,2.158612,[20 17] ; [40 18],[23.36842105 13.63157895] ; [36.63157895 21.36842105],0
p3,1,0.190114,1.716735,[11 25] ; [26 33],[14.02105263 21.97894737] ; [22.97894737 36.02105263],0
n5,1,0.196364,1.669215,[20 17] ; [39 19],[22.97894737 14.02105263] ; [36.02105263 21.97894737],0
v1,1,0.206076,1.598778,[12 24] ; [27 31],[14.93617021 21.06382979] ; [24.06382979 33.93617021],0
b3,1,0.326473,0.962838,[ 5 15] ; [14 23],[ 6.66666667 13.33333333] ; [12.33333333 24.66666667],0
b2,1,0.326473,0.962838,[ 5 15] ; [14 23],[ 6.66666667 13.33333333] ; [12.33333333 24.66666667],0
r4,1,0.333552,0.935059,[27 10] ; [48 11],[28.90625  8.09375] ; [46.09375 12.90625],0
d3,1,0.344734,0.892746,[20 17] ; [37 21],[22.2 14.8] ; [34.8 23.2],0
v4,1,0.355085,0.8552,[30  6] ; [53  6],[31.45263158  4.54736842] ; [51.54736842  7.45263158],0
p9,1,0.362656,0.828674,[14 23] ; [27 30],[16.13829787 20.86170213] ; [24.86170213 32.13829787],0
p4,1,0.375041,0.786893,[16 21] ; [31 28],[18.11458333 18.88541667] ; [28.88541667 30.11458333],0
a8,1,0.419145,0.652712,[ 4 30] ; [10 45],[ 5.34831461 28.65168539] ; [ 8.65168539 46.34831461],0
p5,1,0.432097,0.61718,[ 2 34] ; [ 6 53],[ 3.03157895 32.96842105] ; [ 4.96842105 54.03157895],0
d5,1,0.435923,0.606991,[24 13] ; [42 16],[25.70526316 11.29473684] ; [40.29473684 17.70526316],0
n3,1,0.549495,0.358222,[10  7] ; [13  6],[10.86111111  6.13888889] ; [12.13888889  6.86111111],0
a1,1,0.551441,0.354741,[ 3 34] ; [ 3 56],[ 2.3125 34.6875] ; [ 3.6875 55.3125],0
a3,1,0.553873,0.350424,[21 15] ; [38 21],[22.35789474 13.64210526] ; [36.64210526 22.35789474],0
b4,1,0.561448,0.337204,[21 16] ; [37 22],[22.35416667 14.64583333] ; [35.64583333 23.35416667],0
p11,1,0.572287,0.31887,[16 21] ; [29 30],[17.34375 19.65625] ; [27.65625 31.34375],0
p8,1,0.579713,0.306699,[12 24] ; [23 36],[13.26315789 22.73684211] ; [21.73684211 37.26315789],0
d2,1,0.582809,0.301716,[17 20] ; [30 28],[18.30526316 18.69473684] ; [28.69473684 29.30526316],0
r3,1,0.616624,0.250641,[32  5] ; [53  6],[32.76041667  4.23958333] ; [52.23958333  6.76041667],0
a5,1,0.626038,0.237471,[22 15] ; [38 21],[23.125 13.875] ; [36.875 22.125],0
n2,1,0.64155,0.216721,[11  7] ; [13  6],[11.67567568  6.32432432] ; [12.32432432  6.67567568],0
p1,1,0.716598,0.131776,[ 3 34] ; [ 6 52],[ 3.50526316 33.49473684] ; [ 5.49473684 52.50526316],0
p12,1,0.721345,0.127207,[ 1 35] ; [ 1 58],[ 0.75789474 35.24210526] ; [ 1.24210526 57.75789474],0
a4,1,0.733829,0.115625,[15 22] ; [26 33],[15.80208333 21.19791667] ; [25.19791667 33.80208333],0
a7,1,0.749977,0.10155,[22 15] ; [37 22],[22.73958333 14.26041667] ; [36.26041667 22.73958333],0
a6,1,0.7856,0.073999,[20 17] ; [33 25],[20.64210526 16.35789474] ; [32.35789474 25.64210526],0
p2,1,0.799117,0.064765,[26 11] ; [40 19],[25.4375 11.5625] ; [40.5625 18.4375],0
s1,1,0.884648,0.021048,[ 4 32] ; [ 6 53],[ 3.78947368 32.21052632] ; [ 6.21052632 52.78947368],0
b1,1,0.885142,0.020867,[17 20] ; [28 31],[17.34375 19.65625] ; [27.65625 31.34375],0
v3,1,0.943285,0.005061,[11 24] ; [18 38],[11.15384615 23.84615385] ; [17.84615385 38.15384615],0
u3,1,0.956688,0.00295,[9 7] ; [12  9],[9.08108108 6.91891892] ; [11.91891892  9.08108108],0
n1,1,0.985179,0.000345,[8 9] ; [ 9 10],[8.02777778 8.97222222] ; [ 8.97222222 10.02777778],0
u2,1,1.0,0.0,[8 8] ; [10 10],[8. 8.] ; [10. 10.],0
