Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,31.878871,[103  21] ; [ 3 13],[93.88571429 30.11428571] ; [12.11428571  3.88571429],1
s7,1,0.70466,0.14367,[27 94] ; [ 4 11],[27.58088235 93.41911765] ; [ 3.41911765 11.58088235],0
a2,1,0.806156,0.060215,[ 13 111] ; [ 2 14],[ 13.28571429 110.71428571] ; [ 1.71428571 14.28571429],0
b2,1,0.822648,0.050239,[16 38] ; [3 6],[16.28571429 37.71428571] ; [2.71428571 6.28571429],0
b3,1,0.822648,0.050239,[16 38] ; [3 6],[16.28571429 37.71428571] ; [2.71428571 6.28571429],0
p6,1,0.847081,0.037189,[ 17 102] ; [ 2 14],[ 16.74814815 102.25185185] ; [ 2.25185185 13.74814815],0
p8,1,0.847306,0.037078,[38 85] ; [ 5 10],[38.32608696 84.67391304] ; [ 4.67391304 10.32608696],0
b1,1,0.874144,0.02509,[44 80] ; [ 6 10],[44.28571429 79.71428571] ; [ 5.71428571 10.28571429],0
d4,1,0.886249,0.020464,[95 29] ; [12  4],[94.77142857 29.22857143] ; [12.22857143  3.77142857],0
u1,1,0.921858,0.009622,[  7 117] ; [ 1 15],[  7.08571429 116.91428571] ; [ 0.91428571 15.08571429],0
p11,1,0.925464,0.008752,[76 48] ; [10  6],[76.17142857 47.82857143] ; [9.82857143 6.17142857],0
a3,1,0.941741,0.005341,[68 55] ; [9 7],[68.13669065 54.86330935] ; [8.86330935 7.13669065],0
n3,1,0.96113,0.002375,[33 21] ; [3 2],[32.94915254 21.05084746] ; [3.05084746 1.94915254],0
