Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3e-06,21.96378,[263  47] ; [23 19],[251.875  58.125] ; [34.125  7.875],1
d3,1,2.7e-05,17.616773,[222  88] ; [16 25],[210.1994302  99.8005698] ; [27.8005698 13.1994302],1
v4,1,3e-05,17.401079,[299  11] ; [34  8],[293.26704545  16.73295455] ; [39.73295455  2.26704545],1
s1,1,3.6e-05,17.06253,[  6 303] ; [ 6 36],[ 10.56410256 298.43589744] ; [ 1.43589744 40.56410256],1
p4,1,0.000594,11.793858,[210 101] ; [17 25],[199.99150142 111.00849858] ; [27.00849858 14.99150142],1
a5,1,0.00086,11.107323,[221  91] ; [19 23],[211.52542373 100.47457627] ; [28.47457627 13.52542373],1
p8,1,0.001137,10.5901,[201 107] ; [16 25],[191.50716332 116.49283668] ; [25.49283668 15.50716332],0
p11,1,0.001187,10.510171,[259  53] ; [26 16],[251.18644068  60.81355932] ; [33.81355932  8.18644068],0
p10,1,0.00163,9.925094,[256  54] ; [26 16],[248.35227273  61.64772727] ; [33.64772727  8.35227273],0
r2,1,0.005669,7.652616,[287  21] ; [33  8],[282.40687679  25.59312321] ; [37.59312321  3.40687679],0
n6,1,0.007207,7.220654,[259  52] ; [27 14],[252.6875  58.3125] ; [33.3125  7.6875],0
d5,1,0.015349,5.875908,[249  62] ; [26 15],[242.96875  68.03125] ; [32.03125  8.96875],0
a2,1,0.01767,5.628529,[ 72 240] ; [ 3 39],[ 66.10169492 245.89830508] ; [ 8.89830508 33.10169492],0
p6,1,0.018359,5.561575,[132 176] ; [10 32],[124.96 183.04] ; [17.04 24.96],0
r4,1,0.021703,5.26946,[282  30] ; [33  9],[277.62711864  34.37288136] ; [37.37288136  4.62711864],0
r1,1,0.0242,5.080213,[247  63] ; [27 15],[241.30681818  68.69318182] ; [32.69318182  9.30681818],0
v1,1,0.031159,4.644168,[163 142] ; [15 27],[156.45533141 148.54466859] ; [21.54466859 20.45533141],0
s6,1,0.046852,3.950712,[183 127] ; [18 24],[177.01704545 132.98295455] ; [23.98295455 18.01704545],0
r3,1,0.061452,3.49775,[297  15] ; [37  5],[294.37288136  17.62711864] ; [39.62711864  2.37288136],0
d1,1,0.073935,3.19342,[172 140] ; [17 25],[166.57627119 145.42372881] ; [22.42372881 19.57627119],0
n4,1,0.082938,3.006368,[239  73] ; [27 15],[234.44067797  77.55932203] ; [31.55932203 10.44067797],0
s7,1,0.10015,2.703155,[133 165] ; [12 27],[128.21958457 169.78041543] ; [16.78041543 22.21958457],0
d4,1,0.105188,2.625063,[247  64] ; [28 13],[242.96875  68.03125] ; [32.03125  8.96875],0
n1,1,0.123632,2.37069,[14 44] ; [4 4],[15.81818182 42.18181818] ; [2.18181818 5.81818182],0
a6,1,0.129787,2.295052,[219  93] ; [24 17],[214.77620397  97.22379603] ; [28.22379603 12.77620397],0
a7,1,0.132224,2.266194,[233  77] ; [27 15],[228.97727273  81.02272727] ; [31.02272727 10.97727273],0
b1,1,0.150188,2.070342,[127 185] ; [22 20],[131.3220339 180.6779661] ; [17.6779661 24.3220339],0
b5,1,0.152101,2.051055,[195 117] ; [31 11],[199.18644068 112.81355932] ; [26.81355932 15.18644068],0
s8,1,0.157821,1.994983,[124 187] ; [12 30],[119.81869688 191.18130312] ; [16.18130312 25.81869688],0
a3,1,0.164955,1.928206,[218  93] ; [25 17],[214.0878187  96.9121813] ; [28.9121813 13.0878187],0
u1,1,0.166418,1.914919,[ 47 265] ; [ 3 39],[ 44.06779661 267.93220339] ; [ 5.93220339 36.06779661],0
v3,1,0.218927,1.511393,[118 183] ; [12 29],[114.41520468 186.58479532] ; [15.58479532 25.41520468],0
b3,1,0.274887,1.192197,[ 67 128] ; [ 7 22],[ 64.41964286 130.58035714] ; [ 9.58035714 19.41964286],0
b2,1,0.274887,1.192197,[ 67 128] ; [ 7 22],[ 64.41964286 130.58035714] ; [ 9.58035714 19.41964286],0
d2,1,0.296808,1.088479,[141 171] ; [15 26],[137.88101983 174.11898017] ; [18.11898017 22.88101983],0
s4,1,0.307624,1.040848,[ 39 271] ; [ 3 39],[ 36.98863636 273.01136364] ; [ 5.01136364 36.98863636],0
n3,1,0.310022,1.03058,[48 11] ; [6 3],[46.85294118 12.14705882] ; [7.14705882 1.85294118],0
p3,1,0.319082,0.992705,[174 138] ; [20 22],[170.98305085 141.01694915] ; [23.01694915 18.98305085],0
a4,1,0.343359,0.897848,[127 183] ; [14 28],[124.17613636 185.82386364] ; [16.82386364 25.17613636],0
a1,1,0.383395,0.759787,[ 13 299] ; [ 3 39],[ 14.10169492 297.89830508] ; [ 1.89830508 40.10169492],0
b4,1,0.424539,0.637717,[169 143] ; [20 22],[166.57627119 145.42372881] ; [22.42372881 19.57627119],0
s2,1,0.495697,0.464137,[124 188] ; [19 23],[126.03389831 185.96610169] ; [16.96610169 25.03389831],0
v2,1,0.509845,0.434384,[170 130] ; [21 20],[168.03519062 131.96480938] ; [22.96480938 18.03519062],0
s3,1,0.523377,0.407233,[153 156] ; [23 19],[154.94017094 154.05982906] ; [21.05982906 20.94017094],0
u2,1,0.540461,0.374686,[56 36] ; [9 8],[54.86238532 37.13761468] ; [10.13761468  6.86238532],0
n2,1,0.611322,0.258255,[41 18] ; [7 2],[41.64705882 17.35294118] ; [6.35294118 2.64705882],0
a8,1,0.791795,0.069685,[ 43 235] ; [ 7 34],[ 43.57366771 234.42633229] ; [ 6.42633229 34.57366771],0
n5,1,0.796165,0.066726,[228  83] ; [30 12],[227.30311615  83.69688385] ; [30.69688385 11.30311615],0
